types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Flugelhorn,flugel,2122,145,1.0,0.0,0,32,== Discography == | === Appearances ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Flugelhorn,flugel,2122,145,1.0,0.0,0,32,== Discography == | === Appearances ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Flugelhorn,flugel,2122,145,1.0,0.0,0,32,== Discography == | === Appearances ===
