types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Fairytale_Forest,The Magic Clock,21,131,0.9999999998836416,0.0,0,2,== Early career ==
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Faster-than-light,Faster Than Light,712,1,0.9999406229187182,5.9380607135530894e-05,0,35,== Solo discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatScienceFictionThemes,http://dbpedia.org/resource/Faster-than-light,Faster Than Light,712,1,0.9999406229187182,5.9380607135530894e-05,0,35,== Solo discography == | === Singles ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Faster-than-light,Faster Than Light,712,1,0.9999406229187182,5.9380607135530894e-05,0,35,== Solo discography == | === Singles ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Faster-than-light,Faster Than Light,712,1,0.9999406229187182,5.9380607135530894e-05,0,35,== Solo discography == | === Singles ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Faster-than-light,Faster Than Light,712,1,0.9999406229187182,5.9380607135530894e-05,0,35,== Solo discography == | === Singles ===
http://dbpedia.org/class/yago/Subject106599788,http://dbpedia.org/resource/Faster-than-light,Faster Than Light,712,1,0.9999406229187182,5.9380607135530894e-05,0,35,== Solo discography == | === Singles ===
