types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Metaphysics,Metaphysik,4156,186,0.9999999995035296,4.955444732702663e-10,4,17,== Early life and education (1906–1929) == | ===== Marburg (1924–1926) =====
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Metaphysics,Metaphysik,4156,186,0.9999999995035296,4.955444732702663e-10,4,17,== Early life and education (1906–1929) == | ===== Marburg (1924–1926) =====
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Metaphysics,Metaphysik,4156,186,0.9999999995035296,4.955444732702663e-10,4,17,== Early life and education (1906–1929) == | ===== Marburg (1924–1926) =====
