types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Mizell_Brothers,Mizell brothers,119,4,1.0,0.0,3,7,== Biography == | === Electric Byrd ===
http://dbpedia.org/ontology/Album,http://dbpedia.org/resource/Mizell_Brothers,Mizell brothers,119,4,1.0,0.0,3,7,== Biography == | === Electric Byrd ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Mizell_Brothers,Mizell brothers,119,4,1.0,0.0,3,7,== Biography == | === Electric Byrd ===
