types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Man's_Hope,l'espoir,15,0,0.9999994121168664,4.098100743253025e-07,0,11,== Discography == | === Albums ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Man's_Hope,l'espoir,15,0,0.9999994121168664,4.098100743253025e-07,0,11,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatWarNovels,http://dbpedia.org/resource/Man's_Hope,l'espoir,15,0,0.9999994121168664,4.098100743253025e-07,0,11,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/Man's_Hope,l'espoir,15,0,0.9999994121168664,4.098100743253025e-07,0,11,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/Man's_Hope,l'espoir,15,0,0.9999994121168664,4.098100743253025e-07,0,11,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Man's_Hope,l'espoir,15,0,0.9999994121168664,4.098100743253025e-07,0,11,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Man's_Hope,l'espoir,15,0,0.9999994121168664,4.098100743253025e-07,0,11,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Fiction106367107,http://dbpedia.org/resource/Man's_Hope,l'espoir,15,0,0.9999994121168664,4.098100743253025e-07,0,11,== Discography == | === Albums ===
http://dbpedia.org/class/yago/LiteraryComposition106364329,http://dbpedia.org/resource/Man's_Hope,l'espoir,15,0,0.9999994121168664,4.098100743253025e-07,0,11,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Novel106367879,http://dbpedia.org/resource/Man's_Hope,l'espoir,15,0,0.9999994121168664,4.098100743253025e-07,0,11,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Wikicat1937Novels,http://dbpedia.org/resource/Man's_Hope,l'espoir,15,0,0.9999994121168664,4.098100743253025e-07,0,11,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Wikicat20th-centuryFrenchNovels,http://dbpedia.org/resource/Man's_Hope,l'espoir,15,0,0.9999994121168664,4.098100743253025e-07,0,11,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatFrenchNovels,http://dbpedia.org/resource/Man's_Hope,l'espoir,15,0,0.9999994121168664,4.098100743253025e-07,0,11,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatSpanishCivilWarNovels,http://dbpedia.org/resource/Man's_Hope,l'espoir,15,0,0.9999994121168664,4.098100743253025e-07,0,11,== Discography == | === Albums ===
