types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/President_of_the_United_States,American presidency,57463,141,1.0,0.0,28,16,== Life == | === Postwar ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/President_of_the_United_States,American presidency,57463,141,1.0,0.0,28,16,== Life == | === Postwar ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/President_of_the_United_States,American presidency,57463,141,1.0,0.0,28,16,== Life == | === Postwar ===
