types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAmericanNovelsAdaptedIntoFilms,http://dbpedia.org/resource/The_Princess_Bride,Prince Humperdinck,57,143,0.9994681667045,0.0005321160957957865,5,31,== Career == | === 1980s ===
http://dbpedia.org/class/yago/WikicatHarcourt(publisher)Books,http://dbpedia.org/resource/The_Princess_Bride,Prince Humperdinck,57,143,0.9994681667045,0.0005321160957957865,5,31,== Career == | === 1980s ===
http://dbpedia.org/class/yago/WikicatPirateBooks,http://dbpedia.org/resource/The_Princess_Bride,Prince Humperdinck,57,143,0.9994681667045,0.0005321160957957865,5,31,== Career == | === 1980s ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/The_Princess_Bride,Prince Humperdinck,57,143,0.9994681667045,0.0005321160957957865,5,31,== Career == | === 1980s ===
http://dbpedia.org/class/yago/WikicatChildren'sBooks,http://dbpedia.org/resource/The_Princess_Bride,Prince Humperdinck,57,143,0.9994681667045,0.0005321160957957865,5,31,== Career == | === 1980s ===
http://dbpedia.org/class/yago/Work104599396,http://dbpedia.org/resource/The_Princess_Bride,Prince Humperdinck,57,143,0.9994681667045,0.0005321160957957865,5,31,== Career == | === 1980s ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/The_Princess_Bride,Prince Humperdinck,57,143,0.9994681667045,0.0005321160957957865,5,31,== Career == | === 1980s ===
http://dbpedia.org/class/yago/WikicatMarkKnopflerAlbums,http://dbpedia.org/resource/The_Princess_Bride,Prince Humperdinck,57,143,0.9994681667045,0.0005321160957957865,5,31,== Career == | === 1980s ===
http://dbpedia.org/class/yago/WikicatMetafictionalWorks,http://dbpedia.org/resource/The_Princess_Bride,Prince Humperdinck,57,143,0.9994681667045,0.0005321160957957865,5,31,== Career == | === 1980s ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/The_Princess_Bride,Prince Humperdinck,57,143,0.9994681667045,0.0005321160957957865,5,31,== Career == | === 1980s ===
http://dbpedia.org/class/yago/Album106591815,http://dbpedia.org/resource/The_Princess_Bride,Prince Humperdinck,57,143,0.9994681667045,0.0005321160957957865,5,31,== Career == | === 1980s ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/The_Princess_Bride,Prince Humperdinck,57,143,0.9994681667045,0.0005321160957957865,5,31,== Career == | === 1980s ===
http://dbpedia.org/class/yago/Book106410904,http://dbpedia.org/resource/The_Princess_Bride,Prince Humperdinck,57,143,0.9994681667045,0.0005321160957957865,5,31,== Career == | === 1980s ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/The_Princess_Bride,Prince Humperdinck,57,143,0.9994681667045,0.0005321160957957865,5,31,== Career == | === 1980s ===
http://dbpedia.org/class/yago/EndProduct103287178,http://dbpedia.org/resource/The_Princess_Bride,Prince Humperdinck,57,143,0.9994681667045,0.0005321160957957865,5,31,== Career == | === 1980s ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/The_Princess_Bride,Prince Humperdinck,57,143,0.9994681667045,0.0005321160957957865,5,31,== Career == | === 1980s ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/The_Princess_Bride,Prince Humperdinck,57,143,0.9994681667045,0.0005321160957957865,5,31,== Career == | === 1980s ===
http://dbpedia.org/class/yago/Medium106254669,http://dbpedia.org/resource/The_Princess_Bride,Prince Humperdinck,57,143,0.9994681667045,0.0005321160957957865,5,31,== Career == | === 1980s ===
http://dbpedia.org/class/yago/Movie106613686,http://dbpedia.org/resource/The_Princess_Bride,Prince Humperdinck,57,143,0.9994681667045,0.0005321160957957865,5,31,== Career == | === 1980s ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/The_Princess_Bride,Prince Humperdinck,57,143,0.9994681667045,0.0005321160957957865,5,31,== Career == | === 1980s ===
http://dbpedia.org/class/yago/Oeuvre103841417,http://dbpedia.org/resource/The_Princess_Bride,Prince Humperdinck,57,143,0.9994681667045,0.0005321160957957865,5,31,== Career == | === 1980s ===
