types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Interregnum,interregnum,569,13,0.9971942015726052,0.002007459402039,0,10,== Career == | === Jefferson Starship ===
http://dbpedia.org/ontology/Country,http://dbpedia.org/resource/Interregnum,interregnum,569,13,0.9971942015726052,0.002007459402039,0,10,== Career == | === Jefferson Starship ===
http://dbpedia.org/ontology/OfficeHolder,http://dbpedia.org/resource/Interregnum,interregnum,569,13,0.9971942015726052,0.002007459402039,0,10,== Career == | === Jefferson Starship ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Wet_Hot_American_Summer_(franchise),Wet Hot American Summer franchise,5,136,1.0,0.0,7,11,== Career == | === Jefferson Starship ===
