types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAmericanArtMovements,http://dbpedia.org/resource/American_Impressionism,American Impressionists,322,77,0.9999999999972004,0.0,13,28,== Works == | === Impressionism ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/American_Impressionism,American Impressionists,322,77,0.9999999999972004,0.0,13,28,== Works == | === Impressionism ===
http://dbpedia.org/class/yago/ArtisticMovement108466643,http://dbpedia.org/resource/American_Impressionism,American Impressionists,322,77,0.9999999999972004,0.0,13,28,== Works == | === Impressionism ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/American_Impressionism,American Impressionists,322,77,0.9999999999972004,0.0,13,28,== Works == | === Impressionism ===
http://dbpedia.org/class/yago/Movement108464601,http://dbpedia.org/resource/American_Impressionism,American Impressionists,322,77,0.9999999999972004,0.0,13,28,== Works == | === Impressionism ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/American_Impressionism,American Impressionists,322,77,0.9999999999972004,0.0,13,28,== Works == | === Impressionism ===
