types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/EthnicGroup,http://dbpedia.org/resource/Patrician_(post-Roman_Europe),Patrizio,891,0,0.9984783058377886,0.0,0,21,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatSocialClasses,http://dbpedia.org/resource/Patrician_(post-Roman_Europe),Patrizio,891,0,0.9984783058377886,0.0,0,21,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatSocialGroups,http://dbpedia.org/resource/Patrician_(post-Roman_Europe),Patrizio,891,0,0.9984783058377886,0.0,0,21,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Patrician_(post-Roman_Europe),Patrizio,891,0,0.9984783058377886,0.0,0,21,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Class107974025,http://dbpedia.org/resource/Patrician_(post-Roman_Europe),Patrizio,891,0,0.9984783058377886,0.0,0,21,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Patrician_(post-Roman_Europe),Patrizio,891,0,0.9984783058377886,0.0,0,21,== Discography == | === As leader ===
http://dbpedia.org/class/yago/People107942152,http://dbpedia.org/resource/Patrician_(post-Roman_Europe),Patrizio,891,0,0.9984783058377886,0.0,0,21,== Discography == | === As leader ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Patrician_(post-Roman_Europe),Patrizio,891,0,0.9984783058377886,0.0,0,21,== Discography == | === As leader ===
