types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/ImaginaryBeing109483738,http://dbpedia.org/resource/Invaders_(comics),Avengers/Invaders,563,43,0.9999999999998864,0.0,3,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Imagination105625465,http://dbpedia.org/resource/Invaders_(comics),Avengers/Invaders,563,43,0.9999999999998864,0.0,3,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Introduction100238022,http://dbpedia.org/resource/Invaders_(comics),Avengers/Invaders,563,43,0.9999999999998864,0.0,3,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Invaders_(comics),Avengers/Invaders,563,43,0.9999999999998864,0.0,3,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Invaders_(comics),Avengers/Invaders,563,43,0.9999999999998864,0.0,3,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Invaders_(comics),Avengers/Invaders,563,43,0.9999999999998864,0.0,3,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Action100037396,http://dbpedia.org/resource/Invaders_(comics),Avengers/Invaders,563,43,0.9999999999998864,0.0,3,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Beginning100235435,http://dbpedia.org/resource/Invaders_(comics),Avengers/Invaders,563,43,0.9999999999998864,0.0,3,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Change100191142,http://dbpedia.org/resource/Invaders_(comics),Avengers/Invaders,563,43,0.9999999999998864,0.0,3,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/ChangeOfState100199130,http://dbpedia.org/resource/Invaders_(comics),Avengers/Invaders,563,43,0.9999999999998864,0.0,3,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Invaders_(comics),Avengers/Invaders,563,43,0.9999999999998864,0.0,3,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Creativity105624700,http://dbpedia.org/resource/Invaders_(comics),Avengers/Invaders,563,43,0.9999999999998864,0.0,3,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Invaders_(comics),Avengers/Invaders,563,43,0.9999999999998864,0.0,3,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/FictionalCharacter109587565,http://dbpedia.org/resource/Invaders_(comics),Avengers/Invaders,563,43,0.9999999999998864,0.0,3,15,== Career == | === 2000s ===
http://dbpedia.org/ontology/SportsTeam,http://dbpedia.org/resource/Invaders_(comics),Avengers/Invaders,563,43,0.9999999999998864,0.0,3,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/WikicatCharactersCreatedByRoyThomas,http://dbpedia.org/resource/Invaders_(comics),Avengers/Invaders,563,43,0.9999999999998864,0.0,3,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Wikicat1975ComicDebuts,http://dbpedia.org/resource/Invaders_(comics),Avengers/Invaders,563,43,0.9999999999998864,0.0,3,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Wikicat2010ComicDebuts,http://dbpedia.org/resource/Invaders_(comics),Avengers/Invaders,563,43,0.9999999999998864,0.0,3,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Invaders_(comics),Avengers/Invaders,563,43,0.9999999999998864,0.0,3,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Invaders_(comics),Avengers/Invaders,563,43,0.9999999999998864,0.0,3,15,== Career == | === 2000s ===
