types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatCharactersInTheAeneid,http://dbpedia.org/resource/Lares,Lares,333,5,0.9444032935704152,0.0293407433393309,2,45,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatRomanDeities,http://dbpedia.org/resource/Lares,Lares,333,5,0.9444032935704152,0.0293407433393309,2,45,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Lares,Lares,333,5,0.9444032935704152,0.0293407433393309,2,45,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Lares,Lares,333,5,0.9444032935704152,0.0293407433393309,2,45,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Belief105941423,http://dbpedia.org/resource/Lares,Lares,333,5,0.9444032935704152,0.0293407433393309,2,45,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Lares,Lares,333,5,0.9444032935704152,0.0293407433393309,2,45,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Lares,Lares,333,5,0.9444032935704152,0.0293407433393309,2,45,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Creativity105624700,http://dbpedia.org/resource/Lares,Lares,333,5,0.9444032935704152,0.0293407433393309,2,45,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Deity109505418,http://dbpedia.org/resource/Lares,Lares,333,5,0.9444032935704152,0.0293407433393309,2,45,== Discography == | === Singles ===
http://dbpedia.org/class/yago/FictionalCharacter109587565,http://dbpedia.org/resource/Lares,Lares,333,5,0.9444032935704152,0.0293407433393309,2,45,== Discography == | === Singles ===
http://dbpedia.org/class/yago/ImaginaryBeing109483738,http://dbpedia.org/resource/Lares,Lares,333,5,0.9444032935704152,0.0293407433393309,2,45,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Imagination105625465,http://dbpedia.org/resource/Lares,Lares,333,5,0.9444032935704152,0.0293407433393309,2,45,== Discography == | === Singles ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Lares,Lares,333,5,0.9444032935704152,0.0293407433393309,2,45,== Discography == | === Singles ===
http://dbpedia.org/class/yago/SpiritualBeing109504135,http://dbpedia.org/resource/Lares,Lares,333,5,0.9444032935704152,0.0293407433393309,2,45,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatTutelaryDeities,http://dbpedia.org/resource/Lares,Lares,333,5,0.9444032935704152,0.0293407433393309,2,45,== Discography == | === Singles ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Havana_Brown,Havana Brown,30,5,0.9992795539102256,0.0007209653845486466,0,48,== Discography == | ==== Productions ====
http://dbpedia.org/class/yago/WikicatCatBreeds,http://dbpedia.org/resource/Havana_Brown,Havana Brown,30,5,0.9992795539102256,0.0007209653845486466,0,48,== Discography == | ==== Productions ====
http://dbpedia.org/class/yago/WikicatCatBreedsOriginatingInThailand,http://dbpedia.org/resource/Havana_Brown,Havana Brown,30,5,0.9992795539102256,0.0007209653845486466,0,48,== Discography == | ==== Productions ====
http://dbpedia.org/class/yago/WikicatCatBreedsOriginatingInTheUnitedKingdom,http://dbpedia.org/resource/Havana_Brown,Havana Brown,30,5,0.9992795539102256,0.0007209653845486466,0,48,== Discography == | ==== Productions ====
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Havana_Brown,Havana Brown,30,5,0.9992795539102256,0.0007209653845486466,0,48,== Discography == | ==== Productions ====
http://dbpedia.org/class/yago/AnimalGroup107993929,http://dbpedia.org/resource/Havana_Brown,Havana Brown,30,5,0.9992795539102256,0.0007209653845486466,0,48,== Discography == | ==== Productions ====
http://dbpedia.org/class/yago/BiologicalGroup107941170,http://dbpedia.org/resource/Havana_Brown,Havana Brown,30,5,0.9992795539102256,0.0007209653845486466,0,48,== Discography == | ==== Productions ====
http://dbpedia.org/class/yago/Breed108101410,http://dbpedia.org/resource/Havana_Brown,Havana Brown,30,5,0.9992795539102256,0.0007209653845486466,0,48,== Discography == | ==== Productions ====
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Havana_Brown,Havana Brown,30,5,0.9992795539102256,0.0007209653845486466,0,48,== Discography == | ==== Productions ====
http://dbpedia.org/class/yago/TaxonomicGroup107992450,http://dbpedia.org/resource/Havana_Brown,Havana Brown,30,5,0.9992795539102256,0.0007209653845486466,0,48,== Discography == | ==== Productions ====
http://dbpedia.org/class/yago/Variety108101085,http://dbpedia.org/resource/Havana_Brown,Havana Brown,30,5,0.9992795539102256,0.0007209653845486466,0,48,== Discography == | ==== Productions ====
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Coming_Undone,Coming Undone,47,13,0.999999999997982,2.0174895925574007e-12,0,77,== Discography == | === Remixes ===
http://dbpedia.org/ontology/Single,http://dbpedia.org/resource/Coming_Undone,Coming Undone,47,13,0.999999999997982,2.0174895925574007e-12,0,77,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/WikicatKornSongs,http://dbpedia.org/resource/Coming_Undone,Coming Undone,47,13,0.999999999997982,2.0174895925574007e-12,0,77,== Discography == | === Remixes ===
http://umbel.org/umbel/rc/MusicSingle,http://dbpedia.org/resource/Coming_Undone,Coming Undone,47,13,0.999999999997982,2.0174895925574007e-12,0,77,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/WikicatMusicVideosDirectedByDirectorX,http://dbpedia.org/resource/Coming_Undone,Coming Undone,47,13,0.999999999997982,2.0174895925574007e-12,0,77,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Coming_Undone,Coming Undone,47,13,0.999999999997982,2.0174895925574007e-12,0,77,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/Coming_Undone,Coming Undone,47,13,0.999999999997982,2.0174895925574007e-12,0,77,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Coming_Undone,Coming Undone,47,13,0.999999999997982,2.0174895925574007e-12,0,77,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/Music107020895,http://dbpedia.org/resource/Coming_Undone,Coming Undone,47,13,0.999999999997982,2.0174895925574007e-12,0,77,== Discography == | === Remixes ===
http://dbpedia.org/class/yago/MusicalComposition107037465,http://dbpedia.org/resource/Coming_Undone,Coming Undone,47,13,0.999999999997982,2.0174895925574007e-12,0,77,== Discography == | === Remixes ===
