types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Ev'ry_Time_We_Say_Goodbye,Every Time We Say Goodbye,113,15,0.9998608341664054,0.000139185203405719,0,50,== Discography == | === As sideman ===
http://dbpedia.org/ontology/Single,http://dbpedia.org/resource/Ev'ry_Time_We_Say_Goodbye,Every Time We Say Goodbye,113,15,0.9998608341664054,0.000139185203405719,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatJazzStandards,http://dbpedia.org/resource/Ev'ry_Time_We_Say_Goodbye,Every Time We Say Goodbye,113,15,0.9998608341664054,0.000139185203405719,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatCarmenMcRaeSongs,http://dbpedia.org/resource/Ev'ry_Time_We_Say_Goodbye,Every Time We Say Goodbye,113,15,0.9998608341664054,0.000139185203405719,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatRonnieMilsapSongs,http://dbpedia.org/resource/Ev'ry_Time_We_Say_Goodbye,Every Time We Say Goodbye,113,15,0.9998608341664054,0.000139185203405719,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatSimplyRedSongs,http://dbpedia.org/resource/Ev'ry_Time_We_Say_Goodbye,Every Time We Say Goodbye,113,15,0.9998608341664054,0.000139185203405719,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Ev'ry_Time_We_Say_Goodbye,Every Time We Say Goodbye,113,15,0.9998608341664054,0.000139185203405719,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/Ev'ry_Time_We_Say_Goodbye,Every Time We Say Goodbye,113,15,0.9998608341664054,0.000139185203405719,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Ev'ry_Time_We_Say_Goodbye,Every Time We Say Goodbye,113,15,0.9998608341664054,0.000139185203405719,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Ev'ry_Time_We_Say_Goodbye,Every Time We Say Goodbye,113,15,0.9998608341664054,0.000139185203405719,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Music107020895,http://dbpedia.org/resource/Ev'ry_Time_We_Say_Goodbye,Every Time We Say Goodbye,113,15,0.9998608341664054,0.000139185203405719,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/MusicalComposition107037465,http://dbpedia.org/resource/Ev'ry_Time_We_Say_Goodbye,Every Time We Say Goodbye,113,15,0.9998608341664054,0.000139185203405719,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Song107048000,http://dbpedia.org/resource/Ev'ry_Time_We_Say_Goodbye,Every Time We Say Goodbye,113,15,0.9998608341664054,0.000139185203405719,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Standard107260623,http://dbpedia.org/resource/Ev'ry_Time_We_Say_Goodbye,Every Time We Say Goodbye,113,15,0.9998608341664054,0.000139185203405719,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/SystemOfMeasurement113577171,http://dbpedia.org/resource/Ev'ry_Time_We_Say_Goodbye,Every Time We Say Goodbye,113,15,0.9998608341664054,0.000139185203405719,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Wikicat1940sJazzStandards,http://dbpedia.org/resource/Ev'ry_Time_We_Say_Goodbye,Every Time We Say Goodbye,113,15,0.9998608341664054,0.000139185203405719,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatEllaFitzgeraldSongs,http://dbpedia.org/resource/Ev'ry_Time_We_Say_Goodbye,Every Time We Say Goodbye,113,15,0.9998608341664054,0.000139185203405719,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatNinaSimoneSongs,http://dbpedia.org/resource/Ev'ry_Time_We_Say_Goodbye,Every Time We Say Goodbye,113,15,0.9998608341664054,0.000139185203405719,0,50,== Discography == | === As sideman ===
