types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Urban_adult_contemporary,urban AC,1073,15,0.9999999999963336,0.0,3,7,== Music career == | === Post X-Factor ===
http://dbpedia.org/class/yago/WikicatRadioFormats,http://dbpedia.org/resource/Urban_adult_contemporary,urban AC,1073,15,0.9999999999963336,0.0,3,7,== Music career == | === Post X-Factor ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Urban_adult_contemporary,urban AC,1073,15,0.9999999999963336,0.0,3,7,== Music career == | === Post X-Factor ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Urban_adult_contemporary,urban AC,1073,15,0.9999999999963336,0.0,3,7,== Music career == | === Post X-Factor ===
http://dbpedia.org/class/yago/Format106636806,http://dbpedia.org/resource/Urban_adult_contemporary,urban AC,1073,15,0.9999999999963336,0.0,3,7,== Music career == | === Post X-Factor ===
http://dbpedia.org/class/yago/Information106634376,http://dbpedia.org/resource/Urban_adult_contemporary,urban AC,1073,15,0.9999999999963336,0.0,3,7,== Music career == | === Post X-Factor ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Urban_adult_contemporary,urban AC,1073,15,0.9999999999963336,0.0,3,7,== Music career == | === Post X-Factor ===
