types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Oil_refinery,refinery,2522,88,0.9999902905538388,8.60482164236273e-06,2,17,== Other ventures == | === Endorsements ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Oil_refinery,refinery,2522,88,0.9999902905538388,8.60482164236273e-06,2,17,== Other ventures == | === Endorsements ===
http://dbpedia.org/ontology/Plant,http://dbpedia.org/resource/Oil_refinery,refinery,2522,88,0.9999902905538388,8.60482164236273e-06,2,17,== Other ventures == | === Endorsements ===
