types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfPanama,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfPapuaNewGuinea,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfParaguay,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfPeru,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfPoland,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfPortugal,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfQatar,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfRomania,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfRussia,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfRwanda,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfSaintVincentAndTheGrenadines,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfSanMarino,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfSaudiArabia,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfSenegal,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfSerbia,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfSeychelles,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfSierraLeone,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfSingapore,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfSlovakia,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfSlovenia,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfSouthAfrica,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfSouthKorea,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfSpain,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfSwaziland,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfSweden,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfSwitzerland,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfSyria,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfTanzania,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfThailand,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfTheCookIslands,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfTheCzechRepublic,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfTheDominicanRepublic,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfTheEuropeanUnionWithThirdCountries,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfTheMaldives,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfThePeople'sRepublicOfChina,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfThePhilippines,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfTheRepublicOfMacedonia,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfTheRepublicOfTheSudan(1985–2011),http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfTheUnitedArabEmirates,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfTheUnitedKingdom,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfTogo,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfTunisia,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfTurkey,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfTurkmenistan,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfTuvalu,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfUganda,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfUkraine,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfUruguay,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfVanuatu,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfVenezuela,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfYemen,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfZambia,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
http://dbpedia.org/class/yago/WikicatTreatiesOfZimbabwe,http://dbpedia.org/resource/Convention_on_the_Rights_of_Persons_with_Disabilities,CRPD,14,81,0.9999992154066272,0.0,0,13,== Discography == | === As Leader ===
