types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Country,http://dbpedia.org/resource/Boggart,boggles,103,43,0.9999991272380953,0.0,6,29,== Personal life == | === Family ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Boggart,boggles,103,43,0.9999991272380953,0.0,6,29,== Personal life == | === Family ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Boggart,boggles,103,43,0.9999991272380953,0.0,6,29,== Personal life == | === Family ===
http://dbpedia.org/class/yago/Belief105941423,http://dbpedia.org/resource/Boggart,boggles,103,43,0.9999991272380953,0.0,6,29,== Personal life == | === Family ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Boggart,boggles,103,43,0.9999991272380953,0.0,6,29,== Personal life == | === Family ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Boggart,boggles,103,43,0.9999991272380953,0.0,6,29,== Personal life == | === Family ===
http://dbpedia.org/class/yago/Creativity105624700,http://dbpedia.org/resource/Boggart,boggles,103,43,0.9999991272380953,0.0,6,29,== Personal life == | === Family ===
http://dbpedia.org/class/yago/Fairy109540430,http://dbpedia.org/resource/Boggart,boggles,103,43,0.9999991272380953,0.0,6,29,== Personal life == | === Family ===
http://dbpedia.org/class/yago/ImaginaryBeing109483738,http://dbpedia.org/resource/Boggart,boggles,103,43,0.9999991272380953,0.0,6,29,== Personal life == | === Family ===
http://dbpedia.org/class/yago/Imagination105625465,http://dbpedia.org/resource/Boggart,boggles,103,43,0.9999991272380953,0.0,6,29,== Personal life == | === Family ===
http://dbpedia.org/class/yago/LegendaryCreature109487022,http://dbpedia.org/resource/Boggart,boggles,103,43,0.9999991272380953,0.0,6,29,== Personal life == | === Family ===
http://dbpedia.org/class/yago/Monster109491966,http://dbpedia.org/resource/Boggart,boggles,103,43,0.9999991272380953,0.0,6,29,== Personal life == | === Family ===
http://dbpedia.org/class/yago/MythicalBeing109484664,http://dbpedia.org/resource/Boggart,boggles,103,43,0.9999991272380953,0.0,6,29,== Personal life == | === Family ===
http://dbpedia.org/class/yago/MythicalMonster109492123,http://dbpedia.org/resource/Boggart,boggles,103,43,0.9999991272380953,0.0,6,29,== Personal life == | === Family ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Boggart,boggles,103,43,0.9999991272380953,0.0,6,29,== Personal life == | === Family ===
http://dbpedia.org/class/yago/SpiritualBeing109504135,http://dbpedia.org/resource/Boggart,boggles,103,43,0.9999991272380953,0.0,6,29,== Personal life == | === Family ===
http://dbpedia.org/class/yago/WikicatEnglishLegendaryCreatures,http://dbpedia.org/resource/Boggart,boggles,103,43,0.9999991272380953,0.0,6,29,== Personal life == | === Family ===
http://dbpedia.org/class/yago/WikicatFairies,http://dbpedia.org/resource/Boggart,boggles,103,43,0.9999991272380953,0.0,6,29,== Personal life == | === Family ===
