types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/Televoting,telephone voting,333,9,0.9999999999999148,0.0,3,23,== Professional career == | === 2000s ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Televoting,telephone voting,333,9,0.9999999999999148,0.0,3,23,== Professional career == | === 2000s ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Televoting,telephone voting,333,9,0.9999999999999148,0.0,3,23,== Professional career == | === 2000s ===
http://dbpedia.org/class/yago/Medium106254669,http://dbpedia.org/resource/Televoting,telephone voting,333,9,0.9999999999999148,0.0,3,23,== Professional career == | === 2000s ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Televoting,telephone voting,333,9,0.9999999999999148,0.0,3,23,== Professional career == | === 2000s ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Televoting,telephone voting,333,9,0.9999999999999148,0.0,3,23,== Professional career == | === 2000s ===
http://dbpedia.org/class/yago/Telecommunication106271778,http://dbpedia.org/resource/Televoting,telephone voting,333,9,0.9999999999999148,0.0,3,23,== Professional career == | === 2000s ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Televoting,telephone voting,333,9,0.9999999999999148,0.0,3,23,== Professional career == | === 2000s ===
http://dbpedia.org/class/yago/WikicatTelecommunications,http://dbpedia.org/resource/Televoting,telephone voting,333,9,0.9999999999999148,0.0,3,23,== Professional career == | === 2000s ===
