types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://dbpedia.org/ontology/University,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatUniversitiesInNewZealand,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Work104599396,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://umbel.org/umbel/rc/EducationalOrganization,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://umbel.org/umbel/rc/Organization,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://umbel.org/umbel/rc/University,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatMediaStudiesJournals,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatResearchInstitutesInNewZealand,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Association108049401,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://dbpedia.org/class/yago/EducationalInstitution108276342,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Institute108407330,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Institution108053576,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Periodical106593296,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Publication106589574,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://dbpedia.org/class/yago/University108286569,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatOrganisationsBasedInAuckland,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatStudents'AssociationsInNewZealand,http://dbpedia.org/resource/Auckland_University_of_Technology,AUT,460,31,0.9663969514402206,0.0346518104736956,0,7,== Discography == | === Albums ===
