types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Arash_Pournouri,Arash Pournouri,24,14,1.0,0.0,8,33,== Personal life == | === Health ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Arash_Pournouri,Arash Pournouri,24,14,1.0,0.0,8,33,== Personal life == | === Health ===
http://dbpedia.org/ontology/SoccerManager,http://dbpedia.org/resource/Arash_Pournouri,Arash Pournouri,24,14,1.0,0.0,8,33,== Personal life == | === Health ===
