types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Single,http://dbpedia.org/resource/Country_Airplay,Country airplay,1516,195,1.0,0.0,5,33,== Career == | === New image ===
http://dbpedia.org/class/yago/WikicatBillboardCharts,http://dbpedia.org/resource/Country_Airplay,Country airplay,1516,195,1.0,0.0,5,33,== Career == | === New image ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Country_Airplay,Country airplay,1516,195,1.0,0.0,5,33,== Career == | === New image ===
http://dbpedia.org/class/yago/Chart106999802,http://dbpedia.org/resource/Country_Airplay,Country airplay,1516,195,1.0,0.0,5,33,== Career == | === New image ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Country_Airplay,Country airplay,1516,195,1.0,0.0,5,33,== Career == | === New image ===
http://dbpedia.org/class/yago/VisualCommunication106873252,http://dbpedia.org/resource/Country_Airplay,Country airplay,1516,195,1.0,0.0,5,33,== Career == | === New image ===
