types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Cante_flamenco,cante,136,192,0.9999999999999432,3.2753774395590016e-14,1,14,== Biography == | === Alternating tradition ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Cante_flamenco,cante,136,192,0.9999999999999432,3.2753774395590016e-14,1,14,== Biography == | === Alternating tradition ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Cante_flamenco,cante,136,192,0.9999999999999432,3.2753774395590016e-14,1,14,== Biography == | === Alternating tradition ===
