types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Kundalini_yoga,Kundalini yoga,223,26,1.0,0.0,24,8,== History == | === Later career ===
http://dbpedia.org/ontology/School,http://dbpedia.org/resource/Kundalini_yoga,Kundalini yoga,223,26,1.0,0.0,24,8,== History == | === Later career ===
http://dbpedia.org/class/yago/Manner104928903,http://dbpedia.org/resource/Kundalini_yoga,Kundalini yoga,223,26,1.0,0.0,24,8,== History == | === Later career ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Kundalini_yoga,Kundalini yoga,223,26,1.0,0.0,24,8,== History == | === Later career ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Kundalini_yoga,Kundalini yoga,223,26,1.0,0.0,24,8,== History == | === Later career ===
http://dbpedia.org/class/yago/Property104916342,http://dbpedia.org/resource/Kundalini_yoga,Kundalini yoga,223,26,1.0,0.0,24,8,== History == | === Later career ===
http://dbpedia.org/class/yago/WikicatYogaStyles,http://dbpedia.org/resource/Kundalini_yoga,Kundalini yoga,223,26,1.0,0.0,24,8,== History == | === Later career ===
