types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatClubsAndSocietiesInTheUnitedStates,http://dbpedia.org/resource/National_Exchange_Club,National Exchange Club,26,79,1.0,0.0,1,34,== Biography == | === Personal life ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/National_Exchange_Club,National Exchange Club,26,79,1.0,0.0,1,34,== Biography == | === Personal life ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/National_Exchange_Club,National Exchange Club,26,79,1.0,0.0,1,34,== Biography == | === Personal life ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/National_Exchange_Club,National Exchange Club,26,79,1.0,0.0,1,34,== Biography == | === Personal life ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/National_Exchange_Club,National Exchange Club,26,79,1.0,0.0,1,34,== Biography == | === Personal life ===
http://dbpedia.org/class/yago/Association108049401,http://dbpedia.org/resource/National_Exchange_Club,National Exchange Club,26,79,1.0,0.0,1,34,== Biography == | === Personal life ===
http://dbpedia.org/class/yago/Club108227214,http://dbpedia.org/resource/National_Exchange_Club,National Exchange Club,26,79,1.0,0.0,1,34,== Biography == | === Personal life ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/National_Exchange_Club,National Exchange Club,26,79,1.0,0.0,1,34,== Biography == | === Personal life ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/National_Exchange_Club,National Exchange Club,26,79,1.0,0.0,1,34,== Biography == | === Personal life ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/National_Exchange_Club,National Exchange Club,26,79,1.0,0.0,1,34,== Biography == | === Personal life ===
