types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Country,http://dbpedia.org/resource/Higo_Province,Higo,180,53,0.9955877074044964,0.0044317814424441,0,14,== Selected discography == | === Studio albums ===
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/resource/Higo_Province,Higo,180,53,0.9955877074044964,0.0044317814424441,0,14,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Higo_Province,Higo,180,53,0.9955877074044964,0.0044317814424441,0,14,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Higo_Province,Higo,180,53,0.9955877074044964,0.0044317814424441,0,14,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Higo_Province,Higo,180,53,0.9955877074044964,0.0044317814424441,0,14,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/AdministrativeDistrict108491826,http://dbpedia.org/resource/Higo_Province,Higo,180,53,0.9955877074044964,0.0044317814424441,0,14,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/District108552138,http://dbpedia.org/resource/Higo_Province,Higo,180,53,0.9955877074044964,0.0044317814424441,0,14,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Higo_Province,Higo,180,53,0.9955877074044964,0.0044317814424441,0,14,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Higo_Province,Higo,180,53,0.9955877074044964,0.0044317814424441,0,14,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Higo_Province,Higo,180,53,0.9955877074044964,0.0044317814424441,0,14,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Higo_Province,Higo,180,53,0.9955877074044964,0.0044317814424441,0,14,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/State108654360,http://dbpedia.org/resource/Higo_Province,Higo,180,53,0.9955877074044964,0.0044317814424441,0,14,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/WikicatFormerProvincesOfJapan,http://dbpedia.org/resource/Higo_Province,Higo,180,53,0.9955877074044964,0.0044317814424441,0,14,== Selected discography == | === Studio albums ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Moving_Parts,Moving Parts,9,0,0.9999997836602382,0.0,0,60,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/WikicatAmericanRockMusicGroups,http://dbpedia.org/resource/Moving_Parts,Moving Parts,9,0,0.9999997836602382,0.0,0,60,== Selected discography == | === Studio albums ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Moving_Parts,Moving Parts,9,0,0.9999997836602382,0.0,0,60,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Moving_Parts,Moving Parts,9,0,0.9999997836602382,0.0,0,60,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Moving_Parts,Moving Parts,9,0,0.9999997836602382,0.0,0,60,== Selected discography == | === Studio albums ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Anode,Anode,2417,0,0.9990912133247426,0.0009093201710532032,0,62,== Selected discography == | === Studio albums ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Intonarumori,Intonarumori,50,0,0.9999999906133468,9.386657930734764e-09,0,87,== Selected discography == | === Studio albums ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Plasmid,Episome,1856,0,0.9999994245775476,2.8951207270275894e-07,0,98,== Selected discography == | === Studio albums ===
http://dbpedia.org/ontology/ChemicalCompound,http://dbpedia.org/resource/Plasmid,Episome,1856,0,0.9999994245775476,2.8951207270275894e-07,0,98,== Selected discography == | === Studio albums ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Monte_Alto_culture,Monte Alto,23,0,0.9999857395479548,1.0467665887650544e-05,0,110,== Selected discography == | === Studio albums ===
http://dbpedia.org/ontology/Place,http://dbpedia.org/resource/Monte_Alto_culture,Monte Alto,23,0,0.9999857395479548,1.0467665887650544e-05,0,110,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/WikicatArchaeologicalSitesInGuatemala,http://dbpedia.org/resource/Monte_Alto_culture,Monte Alto,23,0,0.9999857395479548,1.0467665887650544e-05,0,110,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Monte_Alto_culture,Monte Alto,23,0,0.9999857395479548,1.0467665887650544e-05,0,110,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Monte_Alto_culture,Monte Alto,23,0,0.9999857395479548,1.0467665887650544e-05,0,110,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Monte_Alto_culture,Monte Alto,23,0,0.9999857395479548,1.0467665887650544e-05,0,110,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/WikicatMayaSites,http://dbpedia.org/resource/Monte_Alto_culture,Monte Alto,23,0,0.9999857395479548,1.0467665887650544e-05,0,110,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/WikicatMesoamericanSites,http://dbpedia.org/resource/Monte_Alto_culture,Monte Alto,23,0,0.9999857395479548,1.0467665887650544e-05,0,110,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/GeographicalArea108574314,http://dbpedia.org/resource/Monte_Alto_culture,Monte Alto,23,0,0.9999857395479548,1.0467665887650544e-05,0,110,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Monte_Alto_culture,Monte Alto,23,0,0.9999857395479548,1.0467665887650544e-05,0,110,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Monte_Alto_culture,Monte Alto,23,0,0.9999857395479548,1.0467665887650544e-05,0,110,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Monte_Alto_culture,Monte Alto,23,0,0.9999857395479548,1.0467665887650544e-05,0,110,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Monte_Alto_culture,Monte Alto,23,0,0.9999857395479548,1.0467665887650544e-05,0,110,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/Site108651247,http://dbpedia.org/resource/Monte_Alto_culture,Monte Alto,23,0,0.9999857395479548,1.0467665887650544e-05,0,110,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/Tract108673395,http://dbpedia.org/resource/Monte_Alto_culture,Monte Alto,23,0,0.9999857395479548,1.0467665887650544e-05,0,110,== Selected discography == | === Studio albums ===
http://dbpedia.org/class/yago/WikicatFormerPopulatedPlacesInGuatemala,http://dbpedia.org/resource/Monte_Alto_culture,Monte Alto,23,0,0.9999857395479548,1.0467665887650544e-05,0,110,== Selected discography == | === Studio albums ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Towing,Towing,497,10,0.9999992424134546,0.0,0,147,== Selected discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatVehicles,http://dbpedia.org/resource/Towing,Towing,497,10,0.9999992424134546,0.0,0,147,== Selected discography == | === Singles ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Towing,Towing,497,10,0.9999992424134546,0.0,0,147,== Selected discography == | === Singles ===
http://dbpedia.org/class/yago/Container103094503,http://dbpedia.org/resource/Towing,Towing,497,10,0.9999992424134546,0.0,0,147,== Selected discography == | === Singles ===
http://dbpedia.org/class/yago/Conveyance103100490,http://dbpedia.org/resource/Towing,Towing,497,10,0.9999992424134546,0.0,0,147,== Selected discography == | === Singles ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Towing,Towing,497,10,0.9999992424134546,0.0,0,147,== Selected discography == | === Singles ===
http://dbpedia.org/class/yago/MotorVehicle103791235,http://dbpedia.org/resource/Towing,Towing,497,10,0.9999992424134546,0.0,0,147,== Selected discography == | === Singles ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Towing,Towing,497,10,0.9999992424134546,0.0,0,147,== Selected discography == | === Singles ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Towing,Towing,497,10,0.9999992424134546,0.0,0,147,== Selected discography == | === Singles ===
http://dbpedia.org/class/yago/Self-propelledVehicle104170037,http://dbpedia.org/resource/Towing,Towing,497,10,0.9999992424134546,0.0,0,147,== Selected discography == | === Singles ===
http://dbpedia.org/class/yago/Truck104490091,http://dbpedia.org/resource/Towing,Towing,497,10,0.9999992424134546,0.0,0,147,== Selected discography == | === Singles ===
http://dbpedia.org/class/yago/Vehicle104524313,http://dbpedia.org/resource/Towing,Towing,497,10,0.9999992424134546,0.0,0,147,== Selected discography == | === Singles ===
http://dbpedia.org/class/yago/WheeledVehicle104576211,http://dbpedia.org/resource/Towing,Towing,497,10,0.9999992424134546,0.0,0,147,== Selected discography == | === Singles ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Towing,Towing,497,10,0.9999992424134546,0.0,0,147,== Selected discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatTrucks,http://dbpedia.org/resource/Towing,Towing,497,10,0.9999992424134546,0.0,0,147,== Selected discography == | === Singles ===
http://dbpedia.org/ontology/Automobile,http://dbpedia.org/resource/Iden,Iden,18,0,0.9998992069919148,9.42237574136649e-05,0,171,== Film scores == | === Film ===
http://dbpedia.org/class/yago/WikicatDefunctMotorVehicleManufacturersOfTheUnitedKingdom,http://dbpedia.org/resource/Iden,Iden,18,0,0.9998992069919148,9.42237574136649e-05,0,171,== Film scores == | === Film ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Iden,Iden,18,0,0.9998992069919148,9.42237574136649e-05,0,171,== Film scores == | === Film ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Iden,Iden,18,0,0.9998992069919148,9.42237574136649e-05,0,171,== Film scores == | === Film ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Iden,Iden,18,0,0.9998992069919148,9.42237574136649e-05,0,171,== Film scores == | === Film ===
http://dbpedia.org/class/yago/WikicatMotorVehicleManufacturersOfTheUnitedKingdom,http://dbpedia.org/resource/Iden,Iden,18,0,0.9998992069919148,9.42237574136649e-05,0,171,== Film scores == | === Film ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Iden,Iden,18,0,0.9998992069919148,9.42237574136649e-05,0,171,== Film scores == | === Film ===
http://dbpedia.org/class/yago/Business108061042,http://dbpedia.org/resource/Iden,Iden,18,0,0.9998992069919148,9.42237574136649e-05,0,171,== Film scores == | === Film ===
http://dbpedia.org/class/yago/Enterprise108056231,http://dbpedia.org/resource/Iden,Iden,18,0,0.9998992069919148,9.42237574136649e-05,0,171,== Film scores == | === Film ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Iden,Iden,18,0,0.9998992069919148,9.42237574136649e-05,0,171,== Film scores == | === Film ===
http://dbpedia.org/class/yago/Manufacturer108060446,http://dbpedia.org/resource/Iden,Iden,18,0,0.9998992069919148,9.42237574136649e-05,0,171,== Film scores == | === Film ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Iden,Iden,18,0,0.9998992069919148,9.42237574136649e-05,0,171,== Film scores == | === Film ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Iden,Iden,18,0,0.9998992069919148,9.42237574136649e-05,0,171,== Film scores == | === Film ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Botchan,Botchan,61,0,0.986776264391908,0.0134008841187724,0,179,== Film scores == | === Film ===
http://dbpedia.org/class/yago/WikicatJapanese-languageNovels,http://dbpedia.org/resource/Botchan,Botchan,61,0,0.986776264391908,0.0134008841187724,0,179,== Film scores == | === Film ===
http://dbpedia.org/class/yago/WikicatJapaneseNovels,http://dbpedia.org/resource/Botchan,Botchan,61,0,0.986776264391908,0.0134008841187724,0,179,== Film scores == | === Film ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Botchan,Botchan,61,0,0.986776264391908,0.0134008841187724,0,179,== Film scores == | === Film ===
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/Botchan,Botchan,61,0,0.986776264391908,0.0134008841187724,0,179,== Film scores == | === Film ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/Botchan,Botchan,61,0,0.986776264391908,0.0134008841187724,0,179,== Film scores == | === Film ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Botchan,Botchan,61,0,0.986776264391908,0.0134008841187724,0,179,== Film scores == | === Film ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Botchan,Botchan,61,0,0.986776264391908,0.0134008841187724,0,179,== Film scores == | === Film ===
http://dbpedia.org/class/yago/Fiction106367107,http://dbpedia.org/resource/Botchan,Botchan,61,0,0.986776264391908,0.0134008841187724,0,179,== Film scores == | === Film ===
http://dbpedia.org/class/yago/LiteraryComposition106364329,http://dbpedia.org/resource/Botchan,Botchan,61,0,0.986776264391908,0.0134008841187724,0,179,== Film scores == | === Film ===
http://dbpedia.org/class/yago/Novel106367879,http://dbpedia.org/resource/Botchan,Botchan,61,0,0.986776264391908,0.0134008841187724,0,179,== Film scores == | === Film ===
http://dbpedia.org/class/yago/Wikicat1906Novels,http://dbpedia.org/resource/Botchan,Botchan,61,0,0.986776264391908,0.0134008841187724,0,179,== Film scores == | === Film ===
http://dbpedia.org/class/yago/WikicatNovelsByNatsumeSōseki,http://dbpedia.org/resource/Botchan,Botchan,61,0,0.986776264391908,0.0134008841187724,0,179,== Film scores == | === Film ===
