types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Cacique,cacique,1045,244,0.9999999999465956,5.326021857880566e-11,3,9,== Biography == | === Career ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Cacique,cacique,1045,244,0.9999999999465956,5.326021857880566e-11,3,9,== Biography == | === Career ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Cacique,cacique,1045,244,0.9999999999465956,5.326021857880566e-11,3,9,== Biography == | === Career ===
