types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Film,short film,42489,482,0.9982435613510272,0.0017594837999898,1,5,== Biography == | === Personality ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Film,short film,42489,482,0.9982435613510272,0.0017594837999898,1,5,== Biography == | === Personality ===
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/resource/Film,short film,42489,482,0.9982435613510272,0.0017594837999898,1,5,== Biography == | === Personality ===
