types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Leader109623038,http://dbpedia.org/resource/Coach_(baseball),pitching coach,7065,145,0.9722877694812432,0.0285020728141815,7,8,== Professional playing career == | === Later career ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Coach_(baseball),pitching coach,7065,145,0.9722877694812432,0.0285020728141815,7,8,== Professional playing career == | === Later career ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Coach_(baseball),pitching coach,7065,145,0.9722877694812432,0.0285020728141815,7,8,== Professional playing career == | === Later career ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Coach_(baseball),pitching coach,7065,145,0.9722877694812432,0.0285020728141815,7,8,== Professional playing career == | === Later career ===
http://dbpedia.org/class/yago/BaseballCoach109841515,http://dbpedia.org/resource/Coach_(baseball),pitching coach,7065,145,0.9722877694812432,0.0285020728141815,7,8,== Professional playing career == | === Later career ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Coach_(baseball),pitching coach,7065,145,0.9722877694812432,0.0285020728141815,7,8,== Professional playing career == | === Later career ===
http://dbpedia.org/class/yago/Coach109931640,http://dbpedia.org/resource/Coach_(baseball),pitching coach,7065,145,0.9722877694812432,0.0285020728141815,7,8,== Professional playing career == | === Later career ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Coach_(baseball),pitching coach,7065,145,0.9722877694812432,0.0285020728141815,7,8,== Professional playing career == | === Later career ===
http://dbpedia.org/class/yago/WikicatSportsCoaches,http://dbpedia.org/resource/Coach_(baseball),pitching coach,7065,145,0.9722877694812432,0.0285020728141815,7,8,== Professional playing career == | === Later career ===
http://dbpedia.org/class/yago/Trainer110722575,http://dbpedia.org/resource/Coach_(baseball),pitching coach,7065,145,0.9722877694812432,0.0285020728141815,7,8,== Professional playing career == | === Later career ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Coach_(baseball),pitching coach,7065,145,0.9722877694812432,0.0285020728141815,7,8,== Professional playing career == | === Later career ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Coach_(baseball),pitching coach,7065,145,0.9722877694812432,0.0285020728141815,7,8,== Professional playing career == | === Later career ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Coach_(baseball),pitching coach,7065,145,0.9722877694812432,0.0285020728141815,7,8,== Professional playing career == | === Later career ===
http://dbpedia.org/class/yago/WikicatBaseballCoaches,http://dbpedia.org/resource/Coach_(baseball),pitching coach,7065,145,0.9722877694812432,0.0285020728141815,7,8,== Professional playing career == | === Later career ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Coach_(baseball),pitching coach,7065,145,0.9722877694812432,0.0285020728141815,7,8,== Professional playing career == | === Later career ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Coach_(baseball),pitching coach,7065,145,0.9722877694812432,0.0285020728141815,7,8,== Professional playing career == | === Later career ===
