types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatInsomniacGames,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/WikicatPost-apocalypticVideoGames,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/WikicatComedyVideoGames,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/WikicatVideoGamesDevelopedInTheUnitedStates,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/WikicatVideoGamesFeaturingAnthropomorphicCharacters,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/WikicatRobotVideoGames,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/WikicatScienceFantasyVideoGames,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/Arrangement107938773,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/ComputerGame100458890,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/Contest107456188,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
http://dbpedia.org/class/yago/Couple113743605,http://dbpedia.org/resource/Ratchet_&_Clank,Ratchet & Clank,340,45,0.8134645678617318,0.1929237041351184,8,14,== Career == | === Other work ===
