types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Climate_change,Climate change,26639,0,0.999037881224707,0.0009267369504698424,1,39,== Politics and activism == | === Climate change ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Climate_change,Climate change,26639,0,0.999037881224707,0.0009267369504698424,1,39,== Politics and activism == | === Climate change ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Climate_change,Climate change,26639,0,0.999037881224707,0.0009267369504698424,1,39,== Politics and activism == | === Climate change ===
