types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Digital_distribution,Digital distribution,1532,224,0.9999999999868124,0.0,0,120,== Discography == | === Collaborative works ===
http://dbpedia.org/class/yago/WikicatComputerNetworks,http://dbpedia.org/resource/Digital_distribution,Digital distribution,1532,224,0.9999999999868124,0.0,0,120,== Discography == | === Collaborative works ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Digital_distribution,Digital distribution,1532,224,0.9999999999868124,0.0,0,120,== Discography == | === Collaborative works ===
http://dbpedia.org/class/yago/ComputerNetwork103085333,http://dbpedia.org/resource/Digital_distribution,Digital distribution,1532,224,0.9999999999868124,0.0,0,120,== Discography == | === Collaborative works ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Digital_distribution,Digital distribution,1532,224,0.9999999999868124,0.0,0,120,== Discography == | === Collaborative works ===
http://dbpedia.org/class/yago/Network103820728,http://dbpedia.org/resource/Digital_distribution,Digital distribution,1532,224,0.9999999999868124,0.0,0,120,== Discography == | === Collaborative works ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Digital_distribution,Digital distribution,1532,224,0.9999999999868124,0.0,0,120,== Discography == | === Collaborative works ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Digital_distribution,Digital distribution,1532,224,0.9999999999868124,0.0,0,120,== Discography == | === Collaborative works ===
http://dbpedia.org/class/yago/System104377057,http://dbpedia.org/resource/Digital_distribution,Digital distribution,1532,224,0.9999999999868124,0.0,0,120,== Discography == | === Collaborative works ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Digital_distribution,Digital distribution,1532,224,0.9999999999868124,0.0,0,120,== Discography == | === Collaborative works ===
