types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Poem,http://dbpedia.org/resource/Salut_d'amor,Salut d'amor,8,0,1.0,0.0,0,85,== Works == | === Genres ===
http://dbpedia.org/class/yago/WritingStyle107092158,http://dbpedia.org/resource/Salut_d'amor,Salut d'amor,8,0,1.0,0.0,0,85,== Works == | === Genres ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Salut_d'amor,Salut d'amor,8,0,1.0,0.0,0,85,== Works == | === Genres ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Salut_d'amor,Salut d'amor,8,0,1.0,0.0,0,85,== Works == | === Genres ===
http://dbpedia.org/class/yago/ExpressiveStyle107066659,http://dbpedia.org/resource/Salut_d'amor,Salut d'amor,8,0,1.0,0.0,0,85,== Works == | === Genres ===
http://dbpedia.org/class/yago/WikicatOccitanLiteraryGenres,http://dbpedia.org/resource/Salut_d'amor,Salut d'amor,8,0,1.0,0.0,0,85,== Works == | === Genres ===
