types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/class/yago/WikicatAssociationFootballForwards,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/class/yago/WikicatBarnsleyF.C.Players,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/ontology/SoccerPlayer,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/class/yago/WikicatPremierLeaguePlayers,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/class/yago/WikicatBurnleyF.C.Players,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/class/yago/WikicatScottishFootballLeaguePlayers,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/class/yago/Athlete109820263,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/class/yago/BasketballPlayer109842047,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/class/yago/Contestant109613191,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/class/yago/FootballPlayer110101634,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/class/yago/Forward110105733,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/class/yago/Player110439851,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/class/yago/WikicatEnglandInternationalFootballers,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/class/yago/WikicatEnglandUnder-21InternationalFootballers,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/class/yago/WikicatEnglishFootballers,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/class/yago/WikicatEnglishPeopleOfSpanishDescent,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/class/yago/WikicatPeopleFromBurnley,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/class/yago/WikicatSouthamptonF.C.Players,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/class/yago/WikicatStirlingAlbionF.C.Players,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://dbpedia.org/class/yago/WikicatTheFootballLeaguePlayers,http://dbpedia.org/resource/Jay_Rodriguez,Jay Rodriguez,122,220,0.9999999999962484,0.0,1,12,== Other projects == | === Slang ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Earth_to_America_(film),Earth To America,4,26,0.999999999847347,0.0,0,49,== Discography == | === On Bass ===
http://dbpedia.org/class/yago/WikicatAmericanTelevisionFilms,http://dbpedia.org/resource/Earth_to_America_(film),Earth To America,4,26,0.999999999847347,0.0,0,49,== Discography == | === On Bass ===
http://dbpedia.org/ontology/TelevisionStation,http://dbpedia.org/resource/Earth_to_America_(film),Earth To America,4,26,0.999999999847347,0.0,0,49,== Discography == | === On Bass ===
http://dbpedia.org/class/yago/WikicatDocumentaryTelevisionFilms,http://dbpedia.org/resource/Earth_to_America_(film),Earth To America,4,26,0.999999999847347,0.0,0,49,== Discography == | === On Bass ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Earth_to_America_(film),Earth To America,4,26,0.999999999847347,0.0,0,49,== Discography == | === On Bass ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Earth_to_America_(film),Earth To America,4,26,0.999999999847347,0.0,0,49,== Discography == | === On Bass ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Earth_to_America_(film),Earth To America,4,26,0.999999999847347,0.0,0,49,== Discography == | === On Bass ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Earth_to_America_(film),Earth To America,4,26,0.999999999847347,0.0,0,49,== Discography == | === On Bass ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Earth_to_America_(film),Earth To America,4,26,0.999999999847347,0.0,0,49,== Discography == | === On Bass ===
http://dbpedia.org/class/yago/Movie106613686,http://dbpedia.org/resource/Earth_to_America_(film),Earth To America,4,26,0.999999999847347,0.0,0,49,== Discography == | === On Bass ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Earth_to_America_(film),Earth To America,4,26,0.999999999847347,0.0,0,49,== Discography == | === On Bass ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Earth_to_America_(film),Earth To America,4,26,0.999999999847347,0.0,0,49,== Discography == | === On Bass ===
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/Earth_to_America_(film),Earth To America,4,26,0.999999999847347,0.0,0,49,== Discography == | === On Bass ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Earth_to_America_(film),Earth To America,4,26,0.999999999847347,0.0,0,49,== Discography == | === On Bass ===
http://dbpedia.org/class/yago/Show106619065,http://dbpedia.org/resource/Earth_to_America_(film),Earth To America,4,26,0.999999999847347,0.0,0,49,== Discography == | === On Bass ===
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/Earth_to_America_(film),Earth To America,4,26,0.999999999847347,0.0,0,49,== Discography == | === On Bass ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Earth_to_America_(film),Earth To America,4,26,0.999999999847347,0.0,0,49,== Discography == | === On Bass ===
http://dbpedia.org/class/yago/WikicatRussianPaintings,http://dbpedia.org/resource/The_Mermaids_(Kramskoi),The Mermaids,4,15,0.9999912526149644,0.0,0,66,== Discography == | === On Bass ===
http://dbpedia.org/class/yago/Art102743547,http://dbpedia.org/resource/The_Mermaids_(Kramskoi),The Mermaids,4,15,0.9999912526149644,0.0,0,66,== Discography == | === On Bass ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/The_Mermaids_(Kramskoi),The Mermaids,4,15,0.9999912526149644,0.0,0,66,== Discography == | === On Bass ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/The_Mermaids_(Kramskoi),The Mermaids,4,15,0.9999912526149644,0.0,0,66,== Discography == | === On Bass ===
http://dbpedia.org/class/yago/GraphicArt103453809,http://dbpedia.org/resource/The_Mermaids_(Kramskoi),The Mermaids,4,15,0.9999912526149644,0.0,0,66,== Discography == | === On Bass ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/The_Mermaids_(Kramskoi),The Mermaids,4,15,0.9999912526149644,0.0,0,66,== Discography == | === On Bass ===
http://dbpedia.org/class/yago/Painting103876519,http://dbpedia.org/resource/The_Mermaids_(Kramskoi),The Mermaids,4,15,0.9999912526149644,0.0,0,66,== Discography == | === On Bass ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/The_Mermaids_(Kramskoi),The Mermaids,4,15,0.9999912526149644,0.0,0,66,== Discography == | === On Bass ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/The_Mermaids_(Kramskoi),The Mermaids,4,15,0.9999912526149644,0.0,0,66,== Discography == | === On Bass ===
http://dbpedia.org/class/yago/Wikicat1871Paintings,http://dbpedia.org/resource/The_Mermaids_(Kramskoi),The Mermaids,4,15,0.9999912526149644,0.0,0,66,== Discography == | === On Bass ===
http://dbpedia.org/class/yago/WikicatPaintingsByIvanKramskoi,http://dbpedia.org/resource/The_Mermaids_(Kramskoi),The Mermaids,4,15,0.9999912526149644,0.0,0,66,== Discography == | === On Bass ===
