types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Anthony_van_Hoboken,Hoboken,30,67,0.9872113158390322,0.0126366381257236,1,14,== Life == | === 1932–1983 ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Anthony_van_Hoboken,Hoboken,30,67,0.9872113158390322,0.0126366381257236,1,14,== Life == | === 1932–1983 ===
http://dbpedia.org/class/yago/MilitaryOfficer110317007,http://dbpedia.org/resource/Anthony_van_Hoboken,Hoboken,30,67,0.9872113158390322,0.0126366381257236,1,14,== Life == | === 1932–1983 ===
http://dbpedia.org/class/yago/Musicologist110341243,http://dbpedia.org/resource/Anthony_van_Hoboken,Hoboken,30,67,0.9872113158390322,0.0126366381257236,1,14,== Life == | === 1932–1983 ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Anthony_van_Hoboken,Hoboken,30,67,0.9872113158390322,0.0126366381257236,1,14,== Life == | === 1932–1983 ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Anthony_van_Hoboken,Hoboken,30,67,0.9872113158390322,0.0126366381257236,1,14,== Life == | === 1932–1983 ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Anthony_van_Hoboken,Hoboken,30,67,0.9872113158390322,0.0126366381257236,1,14,== Life == | === 1932–1983 ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Anthony_van_Hoboken,Hoboken,30,67,0.9872113158390322,0.0126366381257236,1,14,== Life == | === 1932–1983 ===
http://dbpedia.org/class/yago/Scholar110557854,http://dbpedia.org/resource/Anthony_van_Hoboken,Hoboken,30,67,0.9872113158390322,0.0126366381257236,1,14,== Life == | === 1932–1983 ===
http://dbpedia.org/class/yago/Serviceman110582746,http://dbpedia.org/resource/Anthony_van_Hoboken,Hoboken,30,67,0.9872113158390322,0.0126366381257236,1,14,== Life == | === 1932–1983 ===
http://dbpedia.org/class/yago/SkilledWorker110605985,http://dbpedia.org/resource/Anthony_van_Hoboken,Hoboken,30,67,0.9872113158390322,0.0126366381257236,1,14,== Life == | === 1932–1983 ===
http://dbpedia.org/class/yago/Student110665698,http://dbpedia.org/resource/Anthony_van_Hoboken,Hoboken,30,67,0.9872113158390322,0.0126366381257236,1,14,== Life == | === 1932–1983 ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Anthony_van_Hoboken,Hoboken,30,67,0.9872113158390322,0.0126366381257236,1,14,== Life == | === 1932–1983 ===
http://dbpedia.org/class/yago/WikicatOfficersOfTheOrderOfOrange-Nassau,http://dbpedia.org/resource/Anthony_van_Hoboken,Hoboken,30,67,0.9872113158390322,0.0126366381257236,1,14,== Life == | === 1932–1983 ===
