types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatProfessionalBaseballTeamsInTexas,http://dbpedia.org/resource/Frisco_RoughRiders,Shreveport,205,186,0.8989649722782401,0.0929968523669872,0,13,== Biography == | === Music career ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Frisco_RoughRiders,Shreveport,205,186,0.8989649722782401,0.0929968523669872,0,13,== Biography == | === Music career ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Frisco_RoughRiders,Shreveport,205,186,0.8989649722782401,0.0929968523669872,0,13,== Biography == | === Music career ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Frisco_RoughRiders,Shreveport,205,186,0.8989649722782401,0.0929968523669872,0,13,== Biography == | === Music career ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Frisco_RoughRiders,Shreveport,205,186,0.8989649722782401,0.0929968523669872,0,13,== Biography == | === Music career ===
http://dbpedia.org/class/yago/Association108049401,http://dbpedia.org/resource/Frisco_RoughRiders,Shreveport,205,186,0.8989649722782401,0.0929968523669872,0,13,== Biography == | === Music career ===
http://dbpedia.org/class/yago/BaseballTeam108079319,http://dbpedia.org/resource/Frisco_RoughRiders,Shreveport,205,186,0.8989649722782401,0.0929968523669872,0,13,== Biography == | === Music career ===
http://dbpedia.org/class/yago/Club108227214,http://dbpedia.org/resource/Frisco_RoughRiders,Shreveport,205,186,0.8989649722782401,0.0929968523669872,0,13,== Biography == | === Music career ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Frisco_RoughRiders,Shreveport,205,186,0.8989649722782401,0.0929968523669872,0,13,== Biography == | === Music career ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Frisco_RoughRiders,Shreveport,205,186,0.8989649722782401,0.0929968523669872,0,13,== Biography == | === Music career ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Frisco_RoughRiders,Shreveport,205,186,0.8989649722782401,0.0929968523669872,0,13,== Biography == | === Music career ===
http://dbpedia.org/class/yago/Team108208560,http://dbpedia.org/resource/Frisco_RoughRiders,Shreveport,205,186,0.8989649722782401,0.0929968523669872,0,13,== Biography == | === Music career ===
http://dbpedia.org/class/yago/Unit108189659,http://dbpedia.org/resource/Frisco_RoughRiders,Shreveport,205,186,0.8989649722782401,0.0929968523669872,0,13,== Biography == | === Music career ===
http://dbpedia.org/class/yago/WikicatSportsClubsEstablishedIn1971,http://dbpedia.org/resource/Frisco_RoughRiders,Shreveport,205,186,0.8989649722782401,0.0929968523669872,0,13,== Biography == | === Music career ===
