types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Country,http://dbpedia.org/resource/Tian,Tien,898,202,0.9999629459692496,3.705540366710889e-05,0,16,== Career == | === 2000s ===
http://dbpedia.org/class/yago/WikicatConceptionsOfGod,http://dbpedia.org/resource/Tian,Tien,898,202,0.9999629459692496,3.705540366710889e-05,0,16,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Tian,Tien,898,202,0.9999629459692496,3.705540366710889e-05,0,16,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Tian,Tien,898,202,0.9999629459692496,3.705540366710889e-05,0,16,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/Tian,Tien,898,202,0.9999629459692496,3.705540366710889e-05,0,16,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Tian,Tien,898,202,0.9999629459692496,3.705540366710889e-05,0,16,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Tian,Tien,898,202,0.9999629459692496,3.705540366710889e-05,0,16,== Career == | === 2000s ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Tian,Tien,898,202,0.9999629459692496,3.705540366710889e-05,0,16,== Career == | === 2000s ===
