types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Thigh-high_boots,thigh-length boots,56,119,1.0,0.0,6,8,== Early life == | === Gap year ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Thigh-high_boots,thigh-length boots,56,119,1.0,0.0,6,8,== Early life == | === Gap year ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Thigh-high_boots,thigh-length boots,56,119,1.0,0.0,6,8,== Early life == | === Gap year ===
http://dbpedia.org/class/yago/Boot102872752,http://dbpedia.org/resource/Thigh-high_boots,thigh-length boots,56,119,1.0,0.0,6,8,== Early life == | === Gap year ===
http://dbpedia.org/class/yago/Covering103122748,http://dbpedia.org/resource/Thigh-high_boots,thigh-length boots,56,119,1.0,0.0,6,8,== Early life == | === Gap year ===
http://dbpedia.org/class/yago/Footwear103380867,http://dbpedia.org/resource/Thigh-high_boots,thigh-length boots,56,119,1.0,0.0,6,8,== Early life == | === Gap year ===
http://dbpedia.org/ontology/SoccerPlayer,http://dbpedia.org/resource/Thigh-high_boots,thigh-length boots,56,119,1.0,0.0,6,8,== Early life == | === Gap year ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Thigh-high_boots,thigh-length boots,56,119,1.0,0.0,6,8,== Early life == | === Gap year ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Thigh-high_boots,thigh-length boots,56,119,1.0,0.0,6,8,== Early life == | === Gap year ===
http://dbpedia.org/class/yago/WikicatBoots,http://dbpedia.org/resource/Thigh-high_boots,thigh-length boots,56,119,1.0,0.0,6,8,== Early life == | === Gap year ===
