types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Romanticism,romantisme,6384,81,1.0,0.0,5,35,== Selected works == | === Letters ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Romanticism,romantisme,6384,81,1.0,0.0,5,35,== Selected works == | === Letters ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Romanticism,romantisme,6384,81,1.0,0.0,5,35,== Selected works == | === Letters ===
