types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Project_management,project manager,1895,31,0.6436682881737521,0.5535952576400082,1,17,== Biography == | === Istanbul ===
http://dbpedia.org/ontology/Sport,http://dbpedia.org/resource/Project_management,project manager,1895,31,0.6436682881737521,0.5535952576400082,1,17,== Biography == | === Istanbul ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Project_management,project manager,1895,31,0.6436682881737521,0.5535952576400082,1,17,== Biography == | === Istanbul ===
