types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatCulturalFestivalsInTheUnitedStates,http://dbpedia.org/resource/Diversafest,Diversafest,15,18,1.0,0.0,10,18,== Career == | === 2000s ===
http://dbpedia.org/class/yago/WikicatMusicFestivalsInTheUnitedStates,http://dbpedia.org/resource/Diversafest,Diversafest,15,18,1.0,0.0,10,18,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Diversafest,Diversafest,15,18,1.0,0.0,10,18,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Festival115162388,http://dbpedia.org/resource/Diversafest,Diversafest,15,18,1.0,0.0,10,18,== Career == | === 2000s ===
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/Diversafest,Diversafest,15,18,1.0,0.0,10,18,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Diversafest,Diversafest,15,18,1.0,0.0,10,18,== Career == | === 2000s ===
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/Diversafest,Diversafest,15,18,1.0,0.0,10,18,== Career == | === 2000s ===
http://dbpedia.org/class/yago/WikicatFestivalsInOklahoma,http://dbpedia.org/resource/Diversafest,Diversafest,15,18,1.0,0.0,10,18,== Career == | === 2000s ===
