types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Urban_agriculture,urban farm,349,176,1.0,0.0,2,73,== Social and political involvement == | === Tree sit-in ===
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Urban_agriculture,urban farm,349,176,1.0,0.0,2,73,== Social and political involvement == | === Tree sit-in ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Urban_agriculture,urban farm,349,176,1.0,0.0,2,73,== Social and political involvement == | === Tree sit-in ===
