types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Irish_Albums_Chart,Irish album chart,485,65,1.0,0.0,1,9,== Musical career == | === 1990s ===
http://dbpedia.org/class/yago/Chart106999802,http://dbpedia.org/resource/Irish_Albums_Chart,Irish album chart,485,65,1.0,0.0,1,9,== Musical career == | === 1990s ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Irish_Albums_Chart,Irish album chart,485,65,1.0,0.0,1,9,== Musical career == | === 1990s ===
http://dbpedia.org/class/yago/WikicatIrishRecordCharts,http://dbpedia.org/resource/Irish_Albums_Chart,Irish album chart,485,65,1.0,0.0,1,9,== Musical career == | === 1990s ===
http://dbpedia.org/ontology/Single,http://dbpedia.org/resource/Irish_Albums_Chart,Irish album chart,485,65,1.0,0.0,1,9,== Musical career == | === 1990s ===
http://dbpedia.org/class/yago/VisualCommunication106873252,http://dbpedia.org/resource/Irish_Albums_Chart,Irish album chart,485,65,1.0,0.0,1,9,== Musical career == | === 1990s ===
http://dbpedia.org/class/yago/WikicatRecordCharts,http://dbpedia.org/resource/Irish_Albums_Chart,Irish album chart,485,65,1.0,0.0,1,9,== Musical career == | === 1990s ===
