types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatPlaysByArthurMiller,http://dbpedia.org/resource/No_Villain,No Villain,8,87,1.0,0.0,14,4,== Biography == | === Early life ===
http://dbpedia.org/ontology/Play,http://dbpedia.org/resource/No_Villain,No Villain,8,87,1.0,0.0,14,4,== Biography == | === Early life ===
http://dbpedia.org/class/yago/WikicatDebutPlays,http://dbpedia.org/resource/No_Villain,No Villain,8,87,1.0,0.0,14,4,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/No_Villain,No Villain,8,87,1.0,0.0,14,4,== Biography == | === Early life ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/No_Villain,No Villain,8,87,1.0,0.0,14,4,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/No_Villain,No Villain,8,87,1.0,0.0,14,4,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/No_Villain,No Villain,8,87,1.0,0.0,14,4,== Biography == | === Early life ===
http://dbpedia.org/class/yago/DramaticComposition107007684,http://dbpedia.org/resource/No_Villain,No Villain,8,87,1.0,0.0,14,4,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Play107007945,http://dbpedia.org/resource/No_Villain,No Villain,8,87,1.0,0.0,14,4,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Wikicat1936Plays,http://dbpedia.org/resource/No_Villain,No Villain,8,87,1.0,0.0,14,4,== Biography == | === Early life ===
