types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Security_police,security police,106,81,0.9507931341995828,0.0367809213889865,4,6,== Acting career == | === Dramas ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Security_police,security police,106,81,0.9507931341995828,0.0367809213889865,4,6,== Acting career == | === Dramas ===
http://dbpedia.org/class/yago/DefiniteQuantity113576101,http://dbpedia.org/resource/Security_police,security police,106,81,0.9507931341995828,0.0367809213889865,4,6,== Acting career == | === Dramas ===
http://dbpedia.org/class/yago/WikicatLawEnforcementUnits,http://dbpedia.org/resource/Security_police,security police,106,81,0.9507931341995828,0.0367809213889865,4,6,== Acting career == | === Dramas ===
http://dbpedia.org/class/yago/UnitOfMeasurement113583724,http://dbpedia.org/resource/Security_police,security police,106,81,0.9507931341995828,0.0367809213889865,4,6,== Acting career == | === Dramas ===
