types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Little_Goose_Island,Little Goose,8,48,0.9999999999402576,0.0,1,22,== Biography == | === Personal life ===
http://dbpedia.org/ontology/Island,http://dbpedia.org/resource/Little_Goose_Island,Little Goose,8,48,0.9999999999402576,0.0,1,22,== Biography == | === Personal life ===
http://dbpedia.org/ontology/Muscle,http://dbpedia.org/resource/Little_Goose_Island,Little Goose,8,48,0.9999999999402576,0.0,1,22,== Biography == | === Personal life ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Little_Goose_Island,Little Goose,8,48,0.9999999999402576,0.0,1,22,== Biography == | === Personal life ===
http://dbpedia.org/class/yago/WikicatImportantBirdAreasOfTasmania,http://dbpedia.org/resource/Little_Goose_Island,Little Goose,8,48,0.9999999999402576,0.0,1,22,== Biography == | === Personal life ===
http://dbpedia.org/class/yago/WikicatProtectedAreasOfTasmania,http://dbpedia.org/resource/Little_Goose_Island,Little Goose,8,48,0.9999999999402576,0.0,1,22,== Biography == | === Personal life ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Little_Goose_Island,Little Goose,8,48,0.9999999999402576,0.0,1,22,== Biography == | === Personal life ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Little_Goose_Island,Little Goose,8,48,0.9999999999402576,0.0,1,22,== Biography == | === Personal life ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Little_Goose_Island,Little Goose,8,48,0.9999999999402576,0.0,1,22,== Biography == | === Personal life ===
http://dbpedia.org/class/yago/Area108497294,http://dbpedia.org/resource/Little_Goose_Island,Little Goose,8,48,0.9999999999402576,0.0,1,22,== Biography == | === Personal life ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Little_Goose_Island,Little Goose,8,48,0.9999999999402576,0.0,1,22,== Biography == | === Personal life ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Little_Goose_Island,Little Goose,8,48,0.9999999999402576,0.0,1,22,== Biography == | === Personal life ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Little_Goose_Island,Little Goose,8,48,0.9999999999402576,0.0,1,22,== Biography == | === Personal life ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Little_Goose_Island,Little Goose,8,48,0.9999999999402576,0.0,1,22,== Biography == | === Personal life ===
