types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Rumpelstiltskin,Rumpelstilzchen,420,0,0.9999999999991472,0.0,0,63,== Selected works == | === Dramatic works ===
http://dbpedia.org/ontology/WrittenWork,http://dbpedia.org/resource/Rumpelstiltskin,Rumpelstilzchen,420,0,0.9999999999991472,0.0,0,63,== Selected works == | === Dramatic works ===
http://dbpedia.org/class/yago/WikicatCharactersInFairyTales,http://dbpedia.org/resource/Rumpelstiltskin,Rumpelstilzchen,420,0,0.9999999999991472,0.0,0,63,== Selected works == | === Dramatic works ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Rumpelstiltskin,Rumpelstilzchen,420,0,0.9999999999991472,0.0,0,63,== Selected works == | === Dramatic works ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Rumpelstiltskin,Rumpelstilzchen,420,0,0.9999999999991472,0.0,0,63,== Selected works == | === Dramatic works ===
http://dbpedia.org/class/yago/Belief105941423,http://dbpedia.org/resource/Rumpelstiltskin,Rumpelstilzchen,420,0,0.9999999999991472,0.0,0,63,== Selected works == | === Dramatic works ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Rumpelstiltskin,Rumpelstilzchen,420,0,0.9999999999991472,0.0,0,63,== Selected works == | === Dramatic works ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Rumpelstiltskin,Rumpelstilzchen,420,0,0.9999999999991472,0.0,0,63,== Selected works == | === Dramatic works ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Rumpelstiltskin,Rumpelstilzchen,420,0,0.9999999999991472,0.0,0,63,== Selected works == | === Dramatic works ===
http://dbpedia.org/class/yago/Creativity105624700,http://dbpedia.org/resource/Rumpelstiltskin,Rumpelstilzchen,420,0,0.9999999999991472,0.0,0,63,== Selected works == | === Dramatic works ===
http://dbpedia.org/class/yago/EvilSpirit109541919,http://dbpedia.org/resource/Rumpelstiltskin,Rumpelstilzchen,420,0,0.9999999999991472,0.0,0,63,== Selected works == | === Dramatic works ===
http://dbpedia.org/class/yago/Fairytale107222581,http://dbpedia.org/resource/Rumpelstiltskin,Rumpelstilzchen,420,0,0.9999999999991472,0.0,0,63,== Selected works == | === Dramatic works ===
http://dbpedia.org/class/yago/FictionalCharacter109587565,http://dbpedia.org/resource/Rumpelstiltskin,Rumpelstilzchen,420,0,0.9999999999991472,0.0,0,63,== Selected works == | === Dramatic works ===
http://dbpedia.org/class/yago/Folktale107222050,http://dbpedia.org/resource/Rumpelstiltskin,Rumpelstilzchen,420,0,0.9999999999991472,0.0,0,63,== Selected works == | === Dramatic works ===
http://dbpedia.org/class/yago/Goblin109543748,http://dbpedia.org/resource/Rumpelstiltskin,Rumpelstilzchen,420,0,0.9999999999991472,0.0,0,63,== Selected works == | === Dramatic works ===
http://dbpedia.org/class/yago/ImaginaryBeing109483738,http://dbpedia.org/resource/Rumpelstiltskin,Rumpelstilzchen,420,0,0.9999999999991472,0.0,0,63,== Selected works == | === Dramatic works ===
http://dbpedia.org/class/yago/Imagination105625465,http://dbpedia.org/resource/Rumpelstiltskin,Rumpelstilzchen,420,0,0.9999999999991472,0.0,0,63,== Selected works == | === Dramatic works ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Rumpelstiltskin,Rumpelstilzchen,420,0,0.9999999999991472,0.0,0,63,== Selected works == | === Dramatic works ===
http://dbpedia.org/class/yago/Narrative107221094,http://dbpedia.org/resource/Rumpelstiltskin,Rumpelstilzchen,420,0,0.9999999999991472,0.0,0,63,== Selected works == | === Dramatic works ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Rumpelstiltskin,Rumpelstilzchen,420,0,0.9999999999991472,0.0,0,63,== Selected works == | === Dramatic works ===
http://dbpedia.org/class/yago/Spirit109545324,http://dbpedia.org/resource/Rumpelstiltskin,Rumpelstilzchen,420,0,0.9999999999991472,0.0,0,63,== Selected works == | === Dramatic works ===
http://dbpedia.org/class/yago/SpiritualBeing109504135,http://dbpedia.org/resource/Rumpelstiltskin,Rumpelstilzchen,420,0,0.9999999999991472,0.0,0,63,== Selected works == | === Dramatic works ===
http://dbpedia.org/class/yago/WikicatFairyTaleStockCharacters,http://dbpedia.org/resource/Rumpelstiltskin,Rumpelstilzchen,420,0,0.9999999999991472,0.0,0,63,== Selected works == | === Dramatic works ===
http://dbpedia.org/class/yago/WikicatFairyTales,http://dbpedia.org/resource/Rumpelstiltskin,Rumpelstilzchen,420,0,0.9999999999991472,0.0,0,63,== Selected works == | === Dramatic works ===
http://dbpedia.org/class/yago/WikicatFictionalCharactersIntroducedIn1812,http://dbpedia.org/resource/Rumpelstiltskin,Rumpelstilzchen,420,0,0.9999999999991472,0.0,0,63,== Selected works == | === Dramatic works ===
http://dbpedia.org/class/yago/WikicatGermanFairyTales,http://dbpedia.org/resource/Rumpelstiltskin,Rumpelstilzchen,420,0,0.9999999999991472,0.0,0,63,== Selected works == | === Dramatic works ===
http://dbpedia.org/class/yago/WikicatGoblins,http://dbpedia.org/resource/Rumpelstiltskin,Rumpelstilzchen,420,0,0.9999999999991472,0.0,0,63,== Selected works == | === Dramatic works ===
