types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Aujourd'hui,Aujourd'Hui,17,7,0.9999999538209334,0.0,0,117,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Medium106254669,http://dbpedia.org/resource/Aujourd'hui,Aujourd'Hui,17,7,0.9999999538209334,0.0,0,117,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Newspaper106267145,http://dbpedia.org/resource/Aujourd'hui,Aujourd'Hui,17,7,0.9999999538209334,0.0,0,117,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Aujourd'hui,Aujourd'Hui,17,7,0.9999999538209334,0.0,0,117,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Aujourd'hui,Aujourd'Hui,17,7,0.9999999538209334,0.0,0,117,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Aujourd'hui,Aujourd'Hui,17,7,0.9999999538209334,0.0,0,117,== Discography == | === Singles ===
http://dbpedia.org/ontology/Newspaper,http://dbpedia.org/resource/Aujourd'hui,Aujourd'Hui,17,7,0.9999999538209334,0.0,0,117,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Aujourd'hui,Aujourd'Hui,17,7,0.9999999538209334,0.0,0,117,== Discography == | === Singles ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Aujourd'hui,Aujourd'Hui,17,7,0.9999999538209334,0.0,0,117,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Press106263369,http://dbpedia.org/resource/Aujourd'hui,Aujourd'Hui,17,7,0.9999999538209334,0.0,0,117,== Discography == | === Singles ===
http://dbpedia.org/class/yago/PrintMedia106263609,http://dbpedia.org/resource/Aujourd'hui,Aujourd'Hui,17,7,0.9999999538209334,0.0,0,117,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/Aujourd'hui,Aujourd'Hui,17,7,0.9999999538209334,0.0,0,117,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Publication106589574,http://dbpedia.org/resource/Aujourd'hui,Aujourd'Hui,17,7,0.9999999538209334,0.0,0,117,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatDefunctNewspapersOfFrance,http://dbpedia.org/resource/Aujourd'hui,Aujourd'Hui,17,7,0.9999999538209334,0.0,0,117,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatPublicationsEstablishedIn1940,http://dbpedia.org/resource/Aujourd'hui,Aujourd'Hui,17,7,0.9999999538209334,0.0,0,117,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Work104599396,http://dbpedia.org/resource/Aujourd'hui,Aujourd'Hui,17,7,0.9999999538209334,0.0,0,117,== Discography == | === Singles ===
