types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Weapon,http://dbpedia.org/resource/Freya_radar,Freya,142,272,0.8823083196572976,0.1216400246265391,0,129,== Compositions == | === 2005–2018 ===
http://dbpedia.org/class/yago/WikicatWorldWarIIRadars,http://dbpedia.org/resource/Freya_radar,Freya,142,272,0.8823083196572976,0.1216400246265391,0,129,== Compositions == | === 2005–2018 ===
http://dbpedia.org/class/yago/WikicatMilitaryRadars,http://dbpedia.org/resource/Freya_radar,Freya,142,272,0.8823083196572976,0.1216400246265391,0,129,== Compositions == | === 2005–2018 ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Freya_radar,Freya,142,272,0.8823083196572976,0.1216400246265391,0,129,== Compositions == | === 2005–2018 ===
http://dbpedia.org/class/yago/Device103183080,http://dbpedia.org/resource/Freya_radar,Freya,142,272,0.8823083196572976,0.1216400246265391,0,129,== Compositions == | === 2005–2018 ===
http://dbpedia.org/class/yago/Instrument103574816,http://dbpedia.org/resource/Freya_radar,Freya,142,272,0.8823083196572976,0.1216400246265391,0,129,== Compositions == | === 2005–2018 ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Freya_radar,Freya,142,272,0.8823083196572976,0.1216400246265391,0,129,== Compositions == | === 2005–2018 ===
http://dbpedia.org/class/yago/MeasuringInstrument103733925,http://dbpedia.org/resource/Freya_radar,Freya,142,272,0.8823083196572976,0.1216400246265391,0,129,== Compositions == | === 2005–2018 ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Freya_radar,Freya,142,272,0.8823083196572976,0.1216400246265391,0,129,== Compositions == | === 2005–2018 ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Freya_radar,Freya,142,272,0.8823083196572976,0.1216400246265391,0,129,== Compositions == | === 2005–2018 ===
http://dbpedia.org/class/yago/Radar104039848,http://dbpedia.org/resource/Freya_radar,Freya,142,272,0.8823083196572976,0.1216400246265391,0,129,== Compositions == | === 2005–2018 ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Freya_radar,Freya,142,272,0.8823083196572976,0.1216400246265391,0,129,== Compositions == | === 2005–2018 ===
