types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Byzantine_Rite,Byzantine,1273,24,0.7059223617922635,0.2250139370791349,1,15,== Selected works == | === Books ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Byzantine_Rite,Byzantine,1273,24,0.7059223617922635,0.2250139370791349,1,15,== Selected works == | === Books ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Byzantine_Rite,Byzantine,1273,24,0.7059223617922635,0.2250139370791349,1,15,== Selected works == | === Books ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Byzantine_Rite,Byzantine,1273,24,0.7059223617922635,0.2250139370791349,1,15,== Selected works == | === Books ===
http://dbpedia.org/class/yago/Ceremony101027379,http://dbpedia.org/resource/Byzantine_Rite,Byzantine,1273,24,0.7059223617922635,0.2250139370791349,1,15,== Selected works == | === Books ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Byzantine_Rite,Byzantine,1273,24,0.7059223617922635,0.2250139370791349,1,15,== Selected works == | === Books ===
http://dbpedia.org/ontology/Holiday,http://dbpedia.org/resource/Byzantine_Rite,Byzantine,1273,24,0.7059223617922635,0.2250139370791349,1,15,== Selected works == | === Books ===
http://dbpedia.org/class/yago/WikicatCatholicLiturgicalRites,http://dbpedia.org/resource/Byzantine_Rite,Byzantine,1273,24,0.7059223617922635,0.2250139370791349,1,15,== Selected works == | === Books ===
http://dbpedia.org/class/yago/ReligiousCeremony101028082,http://dbpedia.org/resource/Byzantine_Rite,Byzantine,1273,24,0.7059223617922635,0.2250139370791349,1,15,== Selected works == | === Books ===
http://dbpedia.org/class/yago/Rite101029406,http://dbpedia.org/resource/Byzantine_Rite,Byzantine,1273,24,0.7059223617922635,0.2250139370791349,1,15,== Selected works == | === Books ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Byzantine_Rite,Byzantine,1273,24,0.7059223617922635,0.2250139370791349,1,15,== Selected works == | === Books ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Byzantine_Rite,Byzantine,1273,24,0.7059223617922635,0.2250139370791349,1,15,== Selected works == | === Books ===
