types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Insurance,uninsured,11688,56,0.5421616698412339,0.835449175569934,10,7,== Career == | === Medical career ===
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/Insurance,uninsured,11688,56,0.5421616698412339,0.835449175569934,10,7,== Career == | === Medical career ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Insurance,uninsured,11688,56,0.5421616698412339,0.835449175569934,10,7,== Career == | === Medical career ===
