types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Coachella_Valley_Music_and_Arts_Festival,Coachella Music Festival,1771,60,1.0,0.0,0,18,== Recording career == | ==== Reunion ====
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Coachella_Valley_Music_and_Arts_Festival,Coachella Music Festival,1771,60,1.0,0.0,0,18,== Recording career == | ==== Reunion ====
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Coachella_Valley_Music_and_Arts_Festival,Coachella Music Festival,1771,60,1.0,0.0,0,18,== Recording career == | ==== Reunion ====
http://umbel.org/umbel/rc/Event,http://dbpedia.org/resource/Coachella_Valley_Music_and_Arts_Festival,Coachella Music Festival,1771,60,1.0,0.0,0,18,== Recording career == | ==== Reunion ====
http://umbel.org/umbel/rc/Festival,http://dbpedia.org/resource/Coachella_Valley_Music_and_Arts_Festival,Coachella Music Festival,1771,60,1.0,0.0,0,18,== Recording career == | ==== Reunion ====
