types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/Penalty_shootout,penalty shoot-out,772,148,0.9999997619254088,2.3807459725018226e-07,2,26,== Managerial career == | === Barcelona ===
http://dbpedia.org/class/yago/WikicatLawsOfAssociationFootball,http://dbpedia.org/resource/Penalty_shootout,penalty shoot-out,772,148,0.9999997619254088,2.3807459725018226e-07,2,26,== Managerial career == | === Barcelona ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Penalty_shootout,penalty shoot-out,772,148,0.9999997619254088,2.3807459725018226e-07,2,26,== Managerial career == | === Barcelona ===
http://dbpedia.org/class/yago/Collection107951464,http://dbpedia.org/resource/Penalty_shootout,penalty shoot-out,772,148,0.9999997619254088,2.3807459725018226e-07,2,26,== Managerial career == | === Barcelona ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Penalty_shootout,penalty shoot-out,772,148,0.9999997619254088,2.3807459725018226e-07,2,26,== Managerial career == | === Barcelona ===
http://dbpedia.org/class/yago/Law108441203,http://dbpedia.org/resource/Penalty_shootout,penalty shoot-out,772,148,0.9999997619254088,2.3807459725018226e-07,2,26,== Managerial career == | === Barcelona ===
