types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Long-distance_relationship,long distance relationship,118,197,1.0,0.0,9,20,== Career == | === Other projects ===
http://dbpedia.org/class/yago/WikicatInterpersonalRelationships,http://dbpedia.org/resource/Long-distance_relationship,long distance relationship,118,197,1.0,0.0,9,20,== Career == | === Other projects ===
http://dbpedia.org/class/yago/WikicatIntimateRelationships,http://dbpedia.org/resource/Long-distance_relationship,long distance relationship,118,197,1.0,0.0,9,20,== Career == | === Other projects ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Long-distance_relationship,long distance relationship,118,197,1.0,0.0,9,20,== Career == | === Other projects ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Long-distance_relationship,long distance relationship,118,197,1.0,0.0,9,20,== Career == | === Other projects ===
http://dbpedia.org/class/yago/Relationship113780719,http://dbpedia.org/resource/Long-distance_relationship,long distance relationship,118,197,1.0,0.0,9,20,== Career == | === Other projects ===
