types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Spotted_Elk,Big Foot,60,0,0.9668308001304592,0.0342286273654621,1,12,== Discography == | === As leader ===
http://xmlns.com/foaf/0.1/Person,http://dbpedia.org/resource/Spotted_Elk,Big Foot,60,0,0.9668308001304592,0.0342286273654621,1,12,== Discography == | === As leader ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Spotted_Elk,Big Foot,60,0,0.9668308001304592,0.0342286273654621,1,12,== Discography == | === As leader ===
http://schema.org/Person,http://dbpedia.org/resource/Spotted_Elk,Big Foot,60,0,0.9668308001304592,0.0342286273654621,1,12,== Discography == | === As leader ===
http://dbpedia.org/ontology/AmericanLeader,http://dbpedia.org/resource/Spotted_Elk,Big Foot,60,0,0.9668308001304592,0.0342286273654621,1,12,== Discography == | === As leader ===
http://dbpedia.org/ontology/Animal,http://dbpedia.org/resource/Spotted_Elk,Big Foot,60,0,0.9668308001304592,0.0342286273654621,1,12,== Discography == | === As leader ===
http://dbpedia.org/ontology/Eukaryote,http://dbpedia.org/resource/Spotted_Elk,Big Foot,60,0,0.9668308001304592,0.0342286273654621,1,12,== Discography == | === As leader ===
http://dbpedia.org/ontology/Species,http://dbpedia.org/resource/Spotted_Elk,Big Foot,60,0,0.9668308001304592,0.0342286273654621,1,12,== Discography == | === As leader ===
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson,http://dbpedia.org/resource/Spotted_Elk,Big Foot,60,0,0.9668308001304592,0.0342286273654621,1,12,== Discography == | === As leader ===
http://www.wikidata.org/entity/Q19088,http://dbpedia.org/resource/Spotted_Elk,Big Foot,60,0,0.9668308001304592,0.0342286273654621,1,12,== Discography == | === As leader ===
http://www.wikidata.org/entity/Q215627,http://dbpedia.org/resource/Spotted_Elk,Big Foot,60,0,0.9668308001304592,0.0342286273654621,1,12,== Discography == | === As leader ===
http://www.wikidata.org/entity/Q5,http://dbpedia.org/resource/Spotted_Elk,Big Foot,60,0,0.9668308001304592,0.0342286273654621,1,12,== Discography == | === As leader ===
http://www.wikidata.org/entity/Q729,http://dbpedia.org/resource/Spotted_Elk,Big Foot,60,0,0.9668308001304592,0.0342286273654621,1,12,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatLakotaLeaders,http://dbpedia.org/resource/Spotted_Elk,Big Foot,60,0,0.9668308001304592,0.0342286273654621,1,12,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatPeopleMurderedInSouthDakota,http://dbpedia.org/resource/Spotted_Elk,Big Foot,60,0,0.9668308001304592,0.0342286273654621,1,12,== Discography == | === As leader ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Spotted_Elk,Big Foot,60,0,0.9668308001304592,0.0342286273654621,1,12,== Discography == | === As leader ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Spotted_Elk,Big Foot,60,0,0.9668308001304592,0.0342286273654621,1,12,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatMurderedNativeAmericanPeople,http://dbpedia.org/resource/Spotted_Elk,Big Foot,60,0,0.9668308001304592,0.0342286273654621,1,12,== Discography == | === As leader ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Spotted_Elk,Big Foot,60,0,0.9668308001304592,0.0342286273654621,1,12,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Head110162991,http://dbpedia.org/resource/Spotted_Elk,Big Foot,60,0,0.9668308001304592,0.0342286273654621,1,12,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Leader109623038,http://dbpedia.org/resource/Spotted_Elk,Big Foot,60,0,0.9668308001304592,0.0342286273654621,1,12,== Discography == | === As leader ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Spotted_Elk,Big Foot,60,0,0.9668308001304592,0.0342286273654621,1,12,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Spotted_Elk,Big Foot,60,0,0.9668308001304592,0.0342286273654621,1,12,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Spotted_Elk,Big Foot,60,0,0.9668308001304592,0.0342286273654621,1,12,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Spotted_Elk,Big Foot,60,0,0.9668308001304592,0.0342286273654621,1,12,== Discography == | === As leader ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Spotted_Elk,Big Foot,60,0,0.9668308001304592,0.0342286273654621,1,12,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Spotted_Elk,Big Foot,60,0,0.9668308001304592,0.0342286273654621,1,12,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatNativeAmericanLeaders,http://dbpedia.org/resource/Spotted_Elk,Big Foot,60,0,0.9668308001304592,0.0342286273654621,1,12,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatNativeAmericanPeopleOfTheIndianWars,http://dbpedia.org/resource/Spotted_Elk,Big Foot,60,0,0.9668308001304592,0.0342286273654621,1,12,== Discography == | === As leader ===
