types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Innocence_Network,Innocence Network,20,54,1.0,0.0,0,60,== Social and political involvement == | === Human rights ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Innocence_Network,Innocence Network,20,54,1.0,0.0,0,60,== Social and political involvement == | === Human rights ===
http://dbpedia.org/class/yago/Belief105941423,http://dbpedia.org/resource/Innocence_Network,Innocence Network,20,54,1.0,0.0,0,60,== Social and political involvement == | === Human rights ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Innocence_Network,Innocence Network,20,54,1.0,0.0,0,60,== Social and political involvement == | === Human rights ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Innocence_Network,Innocence Network,20,54,1.0,0.0,0,60,== Social and political involvement == | === Human rights ===
http://dbpedia.org/class/yago/Conviction105942888,http://dbpedia.org/resource/Innocence_Network,Innocence Network,20,54,1.0,0.0,0,60,== Social and political involvement == | === Human rights ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Innocence_Network,Innocence Network,20,54,1.0,0.0,0,60,== Social and political involvement == | === Human rights ===
http://dbpedia.org/class/yago/WikicatOverturnedConvictions,http://dbpedia.org/resource/Innocence_Network,Innocence Network,20,54,1.0,0.0,0,60,== Social and political involvement == | === Human rights ===
