types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Italian_nationality_law,Italian passport,205,208,0.8824466456463308,0.1302493660790611,2,11,== Session work for Vanda & Young == | === AC/DC ===
http://dbpedia.org/ontology/Country,http://dbpedia.org/resource/Italian_nationality_law,Italian passport,205,208,0.8824466456463308,0.1302493660790611,2,11,== Session work for Vanda & Young == | === AC/DC ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Italian_nationality_law,Italian passport,205,208,0.8824466456463308,0.1302493660790611,2,11,== Session work for Vanda & Young == | === AC/DC ===
