types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/LanguageUnit106284225,http://dbpedia.org/resource/Cerdd_dafod,cerdd dafod,23,121,1.0,0.0,9,41,== Poetry == | === Welsh poet ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Cerdd_dafod,cerdd dafod,23,121,1.0,0.0,9,41,== Poetry == | === Welsh poet ===
http://dbpedia.org/class/yago/Form106290637,http://dbpedia.org/resource/Cerdd_dafod,cerdd dafod,23,121,1.0,0.0,9,41,== Poetry == | === Welsh poet ===
http://dbpedia.org/ontology/Food,http://dbpedia.org/resource/Cerdd_dafod,cerdd dafod,23,121,1.0,0.0,9,41,== Poetry == | === Welsh poet ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/Cerdd_dafod,cerdd dafod,23,121,1.0,0.0,9,41,== Poetry == | === Welsh poet ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Cerdd_dafod,cerdd dafod,23,121,1.0,0.0,9,41,== Poetry == | === Welsh poet ===
http://dbpedia.org/class/yago/WikicatWesternMedievalLyricForms,http://dbpedia.org/resource/Cerdd_dafod,cerdd dafod,23,121,1.0,0.0,9,41,== Poetry == | === Welsh poet ===
http://dbpedia.org/class/yago/Word106286395,http://dbpedia.org/resource/Cerdd_dafod,cerdd dafod,23,121,1.0,0.0,9,41,== Poetry == | === Welsh poet ===
