types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Marsh,Marshlands,4505,0,0.9999981016001812,1.0906162250017884e-06,0,35,== Discography == | === As sideman ===
http://dbpedia.org/ontology/Place,http://dbpedia.org/resource/Marsh,Marshlands,4505,0,0.9999981016001812,1.0906162250017884e-06,0,35,== Discography == | === As sideman ===
http://dbpedia.org/ontology/River,http://dbpedia.org/resource/Marsh,Marshlands,4505,0,0.9999981016001812,1.0906162250017884e-06,0,35,== Discography == | === As sideman ===
