types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Romani_music,Gypsy songs,158,74,0.9999999999984368,0.0,9,16,== Career == | === 2000s ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Romani_music,Gypsy songs,158,74,0.9999999999984368,0.0,9,16,== Career == | === 2000s ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Romani_music,Gypsy songs,158,74,0.9999999999984368,0.0,9,16,== Career == | === 2000s ===
