types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatLGBTEventsInTheUnitedStates,http://dbpedia.org/resource/Gay_Days_at_Walt_Disney_World,GAY DAYS,15,14,0.9999854476304524,1.4551604705951011e-05,1,47,== Discography == | === Albums ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Gay_Days_at_Walt_Disney_World,GAY DAYS,15,14,0.9999854476304524,1.4551604705951011e-05,1,47,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatRecurringEventsEstablishedIn1991,http://dbpedia.org/resource/Gay_Days_at_Walt_Disney_World,GAY DAYS,15,14,0.9999854476304524,1.4551604705951011e-05,1,47,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Gay_Days_at_Walt_Disney_World,GAY DAYS,15,14,0.9999854476304524,1.4551604705951011e-05,1,47,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Gay_Days_at_Walt_Disney_World,GAY DAYS,15,14,0.9999854476304524,1.4551604705951011e-05,1,47,== Discography == | === Albums ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Gay_Days_at_Walt_Disney_World,GAY DAYS,15,14,0.9999854476304524,1.4551604705951011e-05,1,47,== Discography == | === Albums ===
