types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Climatology,climate researcher,1025,66,1.0,0.0,16,21,== Career == | === 2017–present: Honey ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Climatology,climate researcher,1025,66,1.0,0.0,16,21,== Career == | === 2017–present: Honey ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Climatology,climate researcher,1025,66,1.0,0.0,16,21,== Career == | === 2017–present: Honey ===
