types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Nicolas_Levasseur,LeVasseur,27,20,0.9997332178833764,0.0002627822846196606,10,6,== Career == | === Films ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Nicolas_Levasseur,LeVasseur,27,20,0.9997332178833764,0.0002627822846196606,10,6,== Career == | === Films ===
http://dbpedia.org/class/yago/WikicatAcademicsOfTheConservatoireDeParis,http://dbpedia.org/resource/Nicolas_Levasseur,LeVasseur,27,20,0.9997332178833764,0.0002627822846196606,10,6,== Career == | === Films ===
http://dbpedia.org/class/yago/WikicatPeopleFromSomme,http://dbpedia.org/resource/Nicolas_Levasseur,LeVasseur,27,20,0.9997332178833764,0.0002627822846196606,10,6,== Career == | === Films ===
http://dbpedia.org/class/yago/WikicatConservatoireDeParisAlumni,http://dbpedia.org/resource/Nicolas_Levasseur,LeVasseur,27,20,0.9997332178833764,0.0002627822846196606,10,6,== Career == | === Films ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Nicolas_Levasseur,LeVasseur,27,20,0.9997332178833764,0.0002627822846196606,10,6,== Career == | === Films ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Nicolas_Levasseur,LeVasseur,27,20,0.9997332178833764,0.0002627822846196606,10,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Academician109759069,http://dbpedia.org/resource/Nicolas_Levasseur,LeVasseur,27,20,0.9997332178833764,0.0002627822846196606,10,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Adult109605289,http://dbpedia.org/resource/Nicolas_Levasseur,LeVasseur,27,20,0.9997332178833764,0.0002627822846196606,10,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Alumnus109786338,http://dbpedia.org/resource/Nicolas_Levasseur,LeVasseur,27,20,0.9997332178833764,0.0002627822846196606,10,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Nicolas_Levasseur,LeVasseur,27,20,0.9997332178833764,0.0002627822846196606,10,6,== Career == | === Films ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Nicolas_Levasseur,LeVasseur,27,20,0.9997332178833764,0.0002627822846196606,10,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Nicolas_Levasseur,LeVasseur,27,20,0.9997332178833764,0.0002627822846196606,10,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Educator110045713,http://dbpedia.org/resource/Nicolas_Levasseur,LeVasseur,27,20,0.9997332178833764,0.0002627822846196606,10,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Nicolas_Levasseur,LeVasseur,27,20,0.9997332178833764,0.0002627822846196606,10,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Intellectual109621545,http://dbpedia.org/resource/Nicolas_Levasseur,LeVasseur,27,20,0.9997332178833764,0.0002627822846196606,10,6,== Career == | === Films ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Nicolas_Levasseur,LeVasseur,27,20,0.9997332178833764,0.0002627822846196606,10,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Nicolas_Levasseur,LeVasseur,27,20,0.9997332178833764,0.0002627822846196606,10,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Musician110340312,http://dbpedia.org/resource/Nicolas_Levasseur,LeVasseur,27,20,0.9997332178833764,0.0002627822846196606,10,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Nicolas_Levasseur,LeVasseur,27,20,0.9997332178833764,0.0002627822846196606,10,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Nicolas_Levasseur,LeVasseur,27,20,0.9997332178833764,0.0002627822846196606,10,6,== Career == | === Films ===
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Nicolas_Levasseur,LeVasseur,27,20,0.9997332178833764,0.0002627822846196606,10,6,== Career == | === Films ===
