types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Information106634376,http://dbpedia.org/resource/Minicomic,minicomics,251,70,0.9999999999629664,3.703970721493821e-11,4,8,== Life and career == | === Toronto (1979–1986) ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Minicomic,minicomics,251,70,0.9999999999629664,3.703970721493821e-11,4,8,== Life and career == | === Toronto (1979–1986) ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Minicomic,minicomics,251,70,0.9999999999629664,3.703970721493821e-11,4,8,== Life and career == | === Toronto (1979–1986) ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Minicomic,minicomics,251,70,0.9999999999629664,3.703970721493821e-11,4,8,== Life and career == | === Toronto (1979–1986) ===
http://dbpedia.org/class/yago/Format106636806,http://dbpedia.org/resource/Minicomic,minicomics,251,70,0.9999999999629664,3.703970721493821e-11,4,8,== Life and career == | === Toronto (1979–1986) ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Minicomic,minicomics,251,70,0.9999999999629664,3.703970721493821e-11,4,8,== Life and career == | === Toronto (1979–1986) ===
http://dbpedia.org/class/yago/WikicatComicsFormats,http://dbpedia.org/resource/Minicomic,minicomics,251,70,0.9999999999629664,3.703970721493821e-11,4,8,== Life and career == | === Toronto (1979–1986) ===
