types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatPoliticalPartiesEstablishedIn1987,http://dbpedia.org/resource/Grand_Alliance_for_Democracy,GAD,40,6,0.6461385250191433,0.457880227925016,0,12,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatPoliticalPartiesInThePhilippines,http://dbpedia.org/resource/Grand_Alliance_for_Democracy,GAD,40,6,0.6461385250191433,0.457880227925016,0,12,== Discography == | === As leader ===
http://dbpedia.org/ontology/PoliticalParty,http://dbpedia.org/resource/Grand_Alliance_for_Democracy,GAD,40,6,0.6461385250191433,0.457880227925016,0,12,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatCoalitionsOfPartiesInThePhilippines,http://dbpedia.org/resource/Grand_Alliance_for_Democracy,GAD,40,6,0.6461385250191433,0.457880227925016,0,12,== Discography == | === As leader ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Grand_Alliance_for_Democracy,GAD,40,6,0.6461385250191433,0.457880227925016,0,12,== Discography == | === As leader ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Grand_Alliance_for_Democracy,GAD,40,6,0.6461385250191433,0.457880227925016,0,12,== Discography == | === As leader ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Grand_Alliance_for_Democracy,GAD,40,6,0.6461385250191433,0.457880227925016,0,12,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Grand_Alliance_for_Democracy,GAD,40,6,0.6461385250191433,0.457880227925016,0,12,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Alliance108293982,http://dbpedia.org/resource/Grand_Alliance_for_Democracy,GAD,40,6,0.6461385250191433,0.457880227925016,0,12,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Grand_Alliance_for_Democracy,GAD,40,6,0.6461385250191433,0.457880227925016,0,12,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Grand_Alliance_for_Democracy,GAD,40,6,0.6461385250191433,0.457880227925016,0,12,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Party108256968,http://dbpedia.org/resource/Grand_Alliance_for_Democracy,GAD,40,6,0.6461385250191433,0.457880227925016,0,12,== Discography == | === As leader ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Grand_Alliance_for_Democracy,GAD,40,6,0.6461385250191433,0.457880227925016,0,12,== Discography == | === As leader ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Auto-Cycle_Union,acu,160,6,0.7748228630272023,0.1909382326311627,0,19,== Discography == | === As sideman ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Auto-Cycle_Union,acu,160,6,0.7748228630272023,0.1909382326311627,0,19,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Auto-Cycle_Union,acu,160,6,0.7748228630272023,0.1909382326311627,0,19,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Auto-Cycle_Union,acu,160,6,0.7748228630272023,0.1909382326311627,0,19,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Auto-Cycle_Union,acu,160,6,0.7748228630272023,0.1909382326311627,0,19,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Auto-Cycle_Union,acu,160,6,0.7748228630272023,0.1909382326311627,0,19,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Diversion100426928,http://dbpedia.org/resource/Auto-Cycle_Union,acu,160,6,0.7748228630272023,0.1909382326311627,0,19,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Auto-Cycle_Union,acu,160,6,0.7748228630272023,0.1909382326311627,0,19,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Auto-Cycle_Union,acu,160,6,0.7748228630272023,0.1909382326311627,0,19,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Sport100523513,http://dbpedia.org/resource/Auto-Cycle_Union,acu,160,6,0.7748228630272023,0.1909382326311627,0,19,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatSportsGoverningBodiesInTheUnitedKingdom,http://dbpedia.org/resource/Auto-Cycle_Union,acu,160,6,0.7748228630272023,0.1909382326311627,0,19,== Discography == | === As sideman ===
